title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
MEMBERS REJECT MERGER: Voters decided against uniting KV Federal Credit Union and Kennebec Savings Bank,"Members of the Kennebec Valley Federal Credit Union vote to reject a merger with Kennebec Savings Bank. Both institutions are located in Augusta, Maine. KVFCU, formerly known as St. Augustine Credit Union, was the financial institution historically responsible for the savings and loans of most Franco Americans in the north Augusta neighborhoods.","Stone, Matthew",,,2009 October 2,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>",,,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Ethnicity and Collective Identity;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
For Pete's sake : Calumet's sports fields to bear Gagne's name,"Le Club Calumet, the Franco-American social organization in Augusta, Maine, dedicates its youth sports fields in memory of local entrepreneur Albert ""Pete"" Gagne. Includes pictures of the monument erected at the fields in Gagne's honor.","Long, Robert",,,1998 July,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1998, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Capital Weekly,"<div class=""element-text""><a href=""http://capital.villagesoup.com"">http://capital.villagesoup.com</a></div>",,,,,,Augusta ME;Clubs and Societies;Community: Customs and Social Life;Nonfiction -- Sports;Sports and Leisure,Newspaper & Magazine Articles | Articles de journaux et de magazines
The mill comes tumbling down,"After its abandonment and destruction by fire, the Edwards Mill on the west side of Augusta, Maine, is finally demolished. Article features picture of mill neighbor and former mill worker Edgard Violette.","Manlove, George",,,1990,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1990, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Mill's neighbors watch history go up in flames,"Article on the Edwards Mill fire as a spectacle in Augusta, Maine, where neighbors, former mill workers, and descendants of those who moved to Central Maine to work in the mill watch the industrial building complex go up in flames. The blaze could be seen from up to 20 miles away.","Manlove, George",,,1989 December 1,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Ethnicity and Collective Identity;Fairfield ME;Hallowell ME;Labor History;Mills and Mill Work;North Monmouth ME;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Edwards Mill looks like bombed town, Owners say hydropower station to go back on line, damage unknown, Mill site crews still working","Article getting feedback from Mark Isaacson, vice president of the Edwards Manufacturing Co. whose Augusta, Maine, mill site was demolished by fire one month ago. Includes a picture of Isaacson in front of the mill ruins.","Brack, Ken",,,1990 January 13,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1990, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Investigators have determined...Mill fire began in elevator shaft, cause still in question, official says","State officials determine where - but not yet how - the Edwards Mill fire began in Augusta, Maine, in the winter of 1989. Article also provides an update on the work being done by local firefighters to control the blaze's spread.","Brack, Ken",,,1989 December 6,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
MILL WATCH,"Photo of a firefighter and firetruck on the site of the Edwards Mill, Augusta, Maine, as workers tended to the blaze there in the winter of 1989.","Fossett, Jim",,,1989 December 5,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Officials search for cause of mill fire,"Maine state officials discuss efforts to investigate the cause of the Edwards Mill fire in the winter of 1989, on the shore of the Kennebec River in Augusta, Maine.","Brack, Ken",,,1989 December 5,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Government and Politics;Labor History;Mills and Mill Work;Sand Hill ME;South China ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Edwards mill fire probe done, cause not found","The Maine Fire Marshall's office finds no certain cause of Augusta, Maine's 1989 Edwards Mill fire, and mentions that either ""a discarded cigarette or broken elevator"" was probably what sparked the blaze.",Associated Press,,,1989 December 7,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Owner had been trying to sell Edwards Mill for 10 months,"After the defunct Edwards Mill of Augusta, Maine, is devastated by fire in 1989, it comes to light that its owner had been trying for nearly a year to sell the property.","Brack, Ken",,,1989 December 8,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Death and Disaster;Labor History;Mills and Mill Work;Portland ME;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"The mill falls, the mall rises","This editorial reflects on the recent burning of the Edwards Mill in Augusta, Maine, in contrast with the anticipation of a new shopping mall to be built in the same city, not far from the mill site.","Rooks, Douglas",,,1989 December 2-3,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Community: Customs and Social Life;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Augusta couple: The mill was their life,"Article on Davilla and Yvonne Croteau, husband and wife, who together spent more than 100 years working at the Edwards Mill in Augusta, Maine. Their reminiscing here comes in the aftermath of the mill burning to the ground in the winter of 1989. Article includes pictures from the 1934 Edwards Mill strike.","Cartwright, Steve",,,1989 December 2-3,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Death and Disaster;Family;Labor History;Mills and Mill Work,Newspaper & Magazine Articles | Articles de journaux et de magazines
The end of EDWARDS. The day after: memory takes over,"Selection of pictures and a brief article on the sentiments surrounding the burning of the Edwards (cotton) Mill in Augusta, Maine.",Kennebec Journal,,,1989 December 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Fire levels Augusta mill, Blaze causes no injuries","A fire consumes the Edwards Mill in Augusta, Maine, beginning in the afternoon of November 30, 1989. Article includes a picture of the smoke and fire at the base of Sand Hill, a neighborhood in the north part of the city.","Brack, Ken",,,1989 December 1,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Chelsea ME;Death and Disaster;Gardiner ME;Hallowell ME;Labor History;Manchester ME;Mills and Mill Work;Pittston ME;Sand Hill ME;Vassalboro ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Former workers recall the mill,"In the aftermath of the burning of the Edwards Mill in Augusta, Maine, some former workers look back on their many years spent there during its time of operation. This article focuses on the stories of Edward Doyon, Valmond Rodrigue, Robert Beaudoin, and Fr. Gilbert Patenaude.","Hale, Karlene K.",,,1989 December 2-3,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","20th century, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Death and Disaster;Family;Labor History;Mills and Mill Work;Religion;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
No cause yet for Edwards mill fire,"Article recounts burning of Augusta, Maine's Edwards Mill in November and December of 1991. Discusses the melange of firefighting efforts from many parts of Central Maine, as well as the early stages of investigating the fire's cause.","Brack, Ken",,,1989 December 2-3,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
HEAVE HO,"Captioned photo of man shoveling snow on Monroe Street, adjacent to the former Labbe's Market on Augusta, Maine's Sand Hill.","MacDonald, David",,,1991 March 6,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1991, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
'Frenchie' confronts critics,"After stepping down from his radio personality post at WBLM, Ernie Gagne, a.k.a. 'Frenchie,' takes part in a televised panel discussion about his ethnically-driven humor, its dissidents, and the cultural and historical issues it exhumes. The panel took place at the University of Maine at Augusta's Holocaust and Human Rights Center.","Cartwright, Steve",,,1993 March 5,,English,,"""Franco-Americans want radio character off the air,"" Orlando Sentinel",,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1993, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Auburn ME;Augusta ME;Ethnicity and Collective Identity;Orono ME;Sports and Leisure,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Labbe: station, store was atop Sand Hill","Augusta, Maine, resident Paul Labbe helps the local Capital Weekly newspaper to identify a 1940s photo of a store and gas station. Article features the picture itself, as well as claims from others who attempted to make an identification of the photo.","Farkas, Tom",,,1996 January 18,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/32437699"">32437699</a>","1940s, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Capital Weekly,"<div class=""element-text""><a href=""http://capital.villagesoup.com"">http://capital.villagesoup.com</a></div>",,,,,,Augusta ME;Business and Economics;Community: Customs and Social Life;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
NAME THESE MILL WORKERS,"1926 photo taken of workers in the Edwards Mill (weave rooms 33 and 53), Augusta, Maine. The featured caption seeks out newspaper readers who might be able to identify the faces in the picture.",Capital Weekly;Bates News (1960),,,1996 November 6,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/32437699"">32437699</a>","1926, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Capital Weekly,"<div class=""element-text""><a href=""http://capital.villagesoup.com"">http://capital.villagesoup.com</a></div>",,,,,,Augusta ME;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Firefighters were called back, Mill blaze doesn't give up easily","As the discontinued Edwards Mill began to burn more strongly at the foot of Sand Hill in Augusta, Maine, in 1991, many firefighters were called back to the site from which they had already left.","Manlove, George",,,1989 December 4,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Labor History;Mills and Mill Work;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Franco-Americans want radio character off the air,"Orlando, Florida, coverage of Maine controversy around WBLM character ""Frenchie,"" whose ethnically-driven humor aroused many negative public reactions.",Orlando Sentinel,,,1993 January 27,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/40547166"">40547166</a>","1993, Maine",,,,,,,,,,,,"Orlando, Florida",,,,,Orlando Sentinel,"<div class=""element-text""><a href=""http://articles.orlandosentinel.com/1993-01-27/news/9301270191_1_franco-americans-character-frenchie"">http://articles.orlandosentinel.com/1993-01-27/news/9301270191_1_franco-americans-character-frenchie</a> (full text available here)</div>",,,,,,Manchester NH;Portland ME;Sports and Leisure,Newspaper & Magazine Articles | Articles de journaux et de magazines
'Frenchie' puts humor on cassette tape,"Ernie Gagne, humorist and Maine talk radio voice of the controversial ""Frenchie"" character, releases a cassette tape of his ethnically-driven jokes.","Cartwright, Steve",,,1993 December 20,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1993, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Auburn ME;Augusta ME;Ethnicity and Collective Identity;Gardiner ME;Language and Linguistics;Sports and Leisure,Newspaper & Magazine Articles | Articles de journaux et de magazines
French consul general to help Maine prepare for trade mission,"French consul general to Boston, Cristophe Guilhou, makes a tour of Maine guided by Severin Beliveau. Guilou's visit comes in preparation of an October 2010 Maine/France trade mission. Article originally written for the Portland Press Herald.","Quimby, Beth",,,2010 May 12,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Boston MA;Business and Economics;France;Government and Politics;Maine,Newspaper & Magazine Articles | Articles de journaux et de magazines
Uproar over 'Frenchie' puts end to comedian's radio act,"WBLM (Portland, Maine) radio personality Ernie Gagne, known as ""Frenchie,"" decided to quit his comedy act after it started a public controversy about local ethnic representation.",Orlando Sentinel,,,1993 February 12,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/40547166"">40547166</a>","1993, Maine",,,,,,,,,,,,"Orlando, Florida",,,,,Orlando Sentinel,"<div class=""element-text""><a href=""http://articles.orlandosentinel.com/1993-02-12/news/9302110454_1_uproar-franco-americans-character"">http://articles.orlandosentinel.com/1993-02-12/news/9302110454_1_uproar-franco-americans-character</a> (full text available here)</div>",,,,,,Ethnicity and Collective Identity;Portland ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
State honors its Franco-American heritage,"Four Maine residents - Severin Beliveau, Norman Angers, Annette Daigle, and Jean Dionne - were inducted into the Franco-American Hall of Fame at the State House in Augusta, Maine.","Metzler, Rebekah",,,2010 March 18,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2010, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Ethnicity and Collective Identity;Fort Kent ME;Government and Politics;Grand Isle ME;Hallowell ME;Lewiston ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Drum Roll, Please","Photo of the 1947 St. Augustine Drum and Bugle Corps performing in Augusta, Maine. The caption includes a list of members of the corps from that period.",Kennebec Journal,,,2007 August 12,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1940s, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Music;Religion,Newspaper & Magazine Articles | Articles de journaux et de magazines
End of an era on Sand Hill,"St. Augustine School, the historically Franco Catholic school on Sand Hill in Augusta, Maine, closes at the end of the 2007 school year. It is to be merged with St. Mary's School of Western Avenue, Augusta, and housed at that location, taking the new name, ""St. Michael School.""","Cartwright, Steve",,,2007 June 15,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","2007, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Family;Language and Linguistics;Religion;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
St. Michael Parish,"A special supplement to the daily newspaper on the merging of previously separate Roman Catholic parishes in the central Maine region. Includes brief histories of the parishes, letters from clergy, pictures, and a preview of the new unified Catholic elementary school, St. Michael School, formed in Augusta by the former St. Mary's and St. Augustine Schools. Includes a piece on the historically Franco St. Augustine Church and School, situated on the face of Sand Hill.",Kennebec Journal,,,2007 June 26,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","20th-21st centuries, Central Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Education;Gardiner ME;Hallowell ME;Litchfield ME;Religion;Sand Hill ME;Whitefield ME;Winthrop ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
McAuley recalls the past: AARP's minority affairs person reflects on racism he saw in Augusta,"John McAuley recalls his experience of racism while growing up in Augusta, Maine, in the 1930s.","Cartwright, Steve",,,1992 May 21,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1930-1992, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Ethnicity and Collective Identity;Family;Labor History;Mills and Mill Work;Violence,Newspaper & Magazine Articles | Articles de journaux et de magazines
The Old Heave-Ho,"Photo of Pete Caron shoveling snow from a tenement building on Sand Hill in Augusta, Maine.","Phelan, Joe",,,199?,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","Year unknown, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
River Rerouting,"Captioned photo of Adelard Labbe cutting ice on Sand Hill in Augusta, Maine.","Phelan, Joe",,,1989 February 2,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1989, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Community: Customs and Social Life;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"A date which will live in infamy, Augusta man was survivor: Poulin 'never saw so many planes'","On the fiftieth year following the 1941 Japanese attacks on Pearl Harbor, Hawaii, Lucien Poulin of Augusta, Maine, tells of his experience of the surprise bombing and his subsequent involvement in World War II.","Hale, Karlene K.",,,1991 December 7-8,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1991, Augusta, Maine",,,,,,English,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Death and Disaster;Hawaii;Sand Hill ME;Violence;War,Newspaper & Magazine Articles | Articles de journaux et de magazines
Le Festival de la Bastille,"A supplement to the daily newspaper that includes a history of the Augusta, Maine, celebration, statements of prominent club members, advertisements, as well as a 1987 schedule of events, the parade route, and pieces on popular performers to appear.",Le Club Calumet,,,1987 July 10,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1987, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Clubs and Societies;Community: Customs and Social Life;Ethnicity and Collective Identity;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
"Le Festival de la Bastille, 1986 - July 11th,12th,13th","A supplement to the daily newspaper that includes a history of the Central Maine celebration, statements of prominent club members, advertisements, a song, as well as a 1986 schedule of events, the parade route, and pieces on popular performers to appear.",Le Club Calumet,,,1986 July 11,,"English, with some français",,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1986, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Business and Economics;Clubs and Societies;Community: Customs and Social Life;Ethnicity and Collective Identity;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
Saving Franco culture,"Letter to the editor calling upon Franco Americans and Le Club Calumet to look past the controversial 1992 Maine Supreme Court case regarding club identity and gender, and to consider the best way of using all available resources for cultural preservation.","Morin-Scribner, Nicole",,,1992 June 9,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1992, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Belgrade Lakes ME;Clubs and Societies;Community: Customs and Social Life;Ethnicity and Collective Identity;Gender and Sexuality;Personal History: Biography and Oral History,Newspaper & Magazine Articles | Articles de journaux et de magazines
Doesn't make it right,"Short letter to the editor written against Maurice Violette's letter of May 28, 1992, coming in the wake of Le Calumet Club's rejection of a woman vying for membership in the Augusta, Maine, all-male organization.","Kunitz, Howard",,,1992 June 2,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>;<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>","1992, Augusta, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,"<div class=""element-text""><a href=""http://www.kjonline.com"">http://www.kjonline.com</a></div>",,,,,,Augusta ME;Clubs and Societies;Community: Customs and Social Life;Ethnicity and Collective Identity;Personal History: Biography and Oral History;Sand Hill ME,Newspaper & Magazine Articles | Articles de journaux et de magazines
