,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
904,"Women at Work : The Transformation of Work and Community in Lowell, Massachusetts, 1826-1860","From Columbia University Press: ""In this prize-winning study, Thomas Dublin explores, in carefully researched detail, the lives and experiences of the first generation of American women to face the demands of industrial capitalism. Dublin describes and traces the strong community awareness of these women from Lowell [Massachusetts] and relates it to labor protest movements of the 1830s and ‚‚Ç¨Àú40s.""","Dublin, Thomas",Preview,Columbia University Press,1979,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/4805234"">4805234</a>","1826-1860; Lowell, Massachusetts",,,,,,,,,,,312,"New York, New York",Columbia University Press,,9.78023E+12,,,http://cup.columbia.edu/book/978-0-231-04167-6/women-at-work;Women at Work... @ Google Books,,,,,https://francolibrary.com/archive/files/871a5d18c4fb519104c0ed4f2f44b00b.jpg,Boston MA;Business and Economics;Community: Customs and Social Life;Demography;Family;Gender and Sexuality;Great Britain;Labor History;Lawrence MA;Lowell MA;Massachusetts;Merrimack River Valley;Mills and Mill Work;New Hampshire;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Labor and Social;Personal History: Biography and Oral History;Social History;Waltham MA
905,Transforming Women's Work : New England Lives in the Industrial Revolution,,"Dublin, Thomas",Preview,Cornell University Press,1994,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/29255277"">29255277</a>",1820-1900; New England,,,,,,,,,,,324,"Ithaca, New York",Cornell University Press,,9.7808E+12,,,http://www.cornellpress.cornell.edu/cup_detail.taf?ti_id=2260;Transforming Women's Work... @ Google Books,,,,,https://francolibrary.com/archive/files/4fe68182fa965c80eeb9c3619b4297cd.jpg,Boston MA;Business and Economics;Connecticut;Demography;Education;Fall River MA;Family;Fitzwilliam NH;Forestry;Gender and Sexuality;Government and Politics;Griswold CT;Hallowell ME;Haverhill MA;Labor History;Lowell MA;Lynn MA;Maine;Massachusetts;Mills and Mill Work;New England;New Hampshire;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Labor and Social;Rhode Island;Richmond NH;Salem MA;Sutton NH;Vermont
906,"North of America : Images of Canada in the Literature of the United States, 1775-1900",,"Doyle, James",,ECW Press,1983,,English,,,,Book,,,,,,,,English,,,,,185,"Toronto, Ontario",ECW Press,,0920802842,,,http://www.ecwpress.com/biographies/james_doyle,,North of America,,,,Acadians;Canada;Criticism and Review;Literary Works -- Criticism and History;Native Americans;New England;Nova Scotia;Poetry;QuÈbec;Religion;St. Lawrence River Valley;United States
907,The Cities on the Saco : A Pictorial History,"A photo-history of the cities of the Saco River Valley in southern Maine. A heavily researched and crafted exhibition of landscapes from colonization to contemporary times, 'The Cities on the Saco' weaves a storytelling tapestry of Saco, Biddeford, and the Old Orchard regions that should be held dearly by their diverse coastal communities. From the text: ""Here are the many scenes which our ancestors saw but, equally important, the images (economic, social, political) which Saco, Biddeford, and Old Orchard became. Here one catches the beauty of stately mansions and churches as a counterpoint to some of the more squalid social and industrial conditions in which lower classes lived. The spirit of the times, whether rural in the early two centuries or urban during the past hundred years, may be found here, too.... Not only is this a collection of enormously insightful photographs, it is the first comprehensive local history in a hundred years...""","Downs, Jacques M.",,Donning Company,1985,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/12419914"">12419914</a>",17th century-20th century; Southern Maine,,,,,,,,,,,203,"Norfolk, Virginia",Donning Company,,9.7809E+12,,,The Cities on the Saco... @ Google Books,,,,,https://francolibrary.com/archive/files/0b3a263fd0e3857d0219b4c8a8068adb.jpg,Art and Architecture;Biddeford ME;Business and Economics;Casco ME;Community: Customs and Social Life;Death and Disaster;Education;Emigration and Immigration;England;Ethnicity and Collective Identity;Exploration and Colonization;Falmouth ME;Fishing;Folklore;Forestry;France;Government and Politics;Ireland;Journalism;Kennebunk ME;Kittery ME;Labor History;Lowell MA;Massachusetts;Merrimack River Valley;Mills and Mill Work;Native Americans;Nonfiction;Nonfiction -- History -- Local;Nonfiction -- History -- Pictorial;Old Orchard Beach ME;Portland ME;Portsmouth NH;QuÈbec;Religion;Saco ME;Saco River Valley;Scotland;Social History;Sports and Leisure;War;Winter Harbor ME;York ME
908,Of Place and Gender: Women in Maine History,"From UMaine Press: ""This volume of fourteen essays on Maine women's history fills a real need, helping to answer questions about what women were doing in local communities and highlighting their similarities and differences from women elsewhere. Maine women were sometimes in the forefront of change and sometimes lagged behind; most of the time they were preoccupied with the tasks of daily life, as were women in other parts of the world. However, the details of women's activities at home and in the community, like the context in which they were done, helps to set Maine women apart. The essays in this volume offer insight into a rich variety of Maine women, some famous and some ordinary, some intent on changing their lives and their society and others struggling to survive, some confined by family and work to farm or village and others able to travel the world. Taken together, their stories enrich our understanding of Maine, of women, and of history.""","Weiner, Marli Frances (editor)",,University of Maine Press,2005,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/61184330"">61184330</a>",Maine,,,,,,,,,,,484,"Orono, Maine",University of Maine Press,,9.78089E+12,,,Of Place and Gender... @ UMaine Press;Of Place and Gender... @ Google Books,,,,,https://francolibrary.com/archive/files/89d2911bdedd0f6eed2c146cb1cf5837.jpg,Appleton ME;Bangor ME;Community: Customs and Social Life;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Farming and Agriculture;Fryeburg ME;Gender and Sexuality;Indian Island ME;Labor History;Lewiston ME;Maine;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Old Town ME;Orono ME;Personal History: Biography and Oral History;Portland ME;Searsport ME;Skowhegan ME;Sports and Leisure
909,Frenchmen into Peasants: Modernity and Tradition in the Peopling of French Canada,"History text on the later migrations of the French to Atlantic Canada, written by the Director of the French Institute at Assumption College in Worcester, Massachusetts. From Harvard University Press: ""In unprecedented detail, Leslie Choquette narrates the peopling of French Canada across the seventeenth and eighteenth centuries, the lesser known colonial phase of French migration. Drawing on French and Canadian archives, she carefully traces the precise origins of individual immigrants, describing them by gender, class, occupation, region, religion, age, and date of departure. Her archival work is impressive: of the more than 30,000 emigrants who embarked for Quebec and the Maritimes during the French Regime, nearly 16,000 are chronicled here....In considering the pattern of emigration in the context of migration history, Choquette shows that, in many ways, the movement toward Canada occurred as a by-product of other, perennial movements, such as the rural exodus or interurban labor migrations. Overall, emigrants to Canada belonged to an outwardly turned and mobile sector of French society, and their migration took place during a phase of vigorous Atlantic expansion. They crossed the ocean to establish a subsistence economy and peasant society, traces of which lingered on into the twentieth century. Because Choquette looks at the entire history of French migration to Canada--its social and economic aspects as well as its place in the larger history of migration--her work makes a remarkable contribution in the field of immigration history."" 
from Belknap Press of HUP:
","Choquette, Leslie",,Harvard University Press,1997,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/36051186"">36051186</a>","17th and 18th centuries, Canada, France",,,,,,,,,,,397,"Cambridge, Massachusetts",,,0674323157,,,http://www.hup.harvard.edu/catalog.php?isbn=9780674323155  Frenchmen into Peasants... @ Google Books (limited preview available),,,,,,Acadians;Canada;Demography;Emigration and Immigration;Exploration and Colonization;Farming and Agriculture;France;Labor History;MontrÈal QC;New Brunswick;Nova Scotia;QuÈbec;Religion;Social History
910,Dictionary of American Regional English,"Dictionary of American vernacular English as pronounced and heard in various segments of the United States. Now in 4 volumes. From Belknap Press: ""'The Dictionary of Regional English (DARE)"" is a multi-volume reference work that documents words, phrases, and pronunciations that vary from one place to another across the United States. DARE is based on face-to-face interviews carried out in all 50 states between 1965 and 1970 and on a comprehensive collection of written materials (diaries, letters, novels, newspapers, histories, biographies, government documents, etc.) that cover our history from the colonial period to the present. The entries in DARE include regional pronunciations, variant forms, some etymologies, and regional and social distributions of the words and phrases.""

 from Volume I of the text:
","Cassidy, Frederic Gomes;Hall, Joan Houston",,Belknap Press of Harvard University Press,1985,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/11624265"">116242656</a>","20th century, United States",,,,,,,,,,,,"Cambridge, Massachusetts",,,9.78067E+12,,,http://www.hup.harvard.edu/catalog.php?recid=25047  Dictionary of American Regional English (vol. IV) @ Google Books,,,,,,Geography;Language and Linguistics;Personal History: Biography and Oral History;United States
911,"Radicals of the Worst Sort : Laboring Women in Lawrence, Massachusetts, 1860-1912","New England women's labor history text from a professor of American and New England studies at the University of Southern Maine. Focuses on Lawrence, Massachusetts, as a town with a diversity of worker and ethnic experience, and the relationship between this and gender at the beginning of the twentieth century in industrial America. From the publisher's website: ""Ardis Cameron focuses on the textile workers' strikes of 1882 and 1912 in this examination of class and gender formation as drawn from the experience and language of the working-class neighborhoods of Lawrence [Mass.]. She shows clearly that the working women who unionized and fought for equality were considered the 'worst sort' because they challenged both economic and sexual hierarchies, providing alternative models for turn-of-the-century women."" ","Cameron, Ardis",Preview,University of Illinois Press,1995,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/26932573"">26932573</a>","1860-1912; Lawrence, Massachusetts",,,,,,,,,,,256,"Urbana, Illinois",,,9.78025E+12,,,http://www.press.uillinois.edu/books/catalog/59kck7hh9780252063183.html;Radicals of the Worst Sort... @ Google Books,,,,,https://francolibrary.com/archive/files/e1b6fd7e4373b6f9b73a48523dd13abd.jpg,Death and Disaster;Gender and Sexuality;Government and Politics;Labor History;Lawrence MA;Lowell MA;Massachusetts;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Social History;Violence
912,Black Robe on the Kennebec,Historical piece on early French Jesuits missionizing to Abenaki in Maine's Kennebec River Valley in the 17th century.,"Calvert, Mary R.",,Monmouth Press,1991,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/23707025"">23707025</a>",17th century; North America,,,,,,,,,,,292,"Monmouth, Maine",,,0960991468,,,Black Robe... @ HathiTrust;Black Robe... @ Google Books,,,,,https://francolibrary.com/archive/files/9ab09184e63e9821a6de1b095f922c7e.jpg,Acadians;Art and Architecture;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;France;Government and Politics;Illinois;Kennebec River Valley;Maine;Native Americans;Nonfiction;Nonfiction -- History -- Religion;Personal History: Biography and Oral History;Religion
913,Maine : Cross-Border Tourism,Legislative document highlighting the borderland tourism industries of Maine and Canada in the 1980s.,"Boisvert, Donat",,State of Maine,1983,Maine-Canadian Legislative Advisory Office,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/778587898"">778587898</a>",1983; Maine; Canada,,,,,,,,,,,4,"Augusta, Maine",,,,,,,,,,,,Business and Economics;Canada;Government and Politics;Maine;Nonfiction;Nonfiction -- Travel and Tourism;Travel and Movement
914,The Transplanted : A History of Immigrants in Urban America,"An overview of American immigration and ethnic histories from American cities of the late nineteenth and early twentieth centuries. Written by the Director of Oral History Research at the University of Indiana, Bloomington. From Indiana University Press: ""A major survey of the immigrant experience between 1830 and 1930, this book has implications for all students and scholars of American social history.""","Bodnar, John E. ",Preview,Indiana University Press,1985,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/11157613"">11157613</a>",1830-1930; United States,,,,,,,,,,,294,"Bloomington, Indiana",,,9.78025E+12,,,The Transplanted... @ IU Press;The Transplanted... @ Google Books,,,,,https://francolibrary.com/archive/files/0662c0291850b46bc87e5726381068ca.jpg,Acculturation and Assimilation;Austrian Americans;Business and Economics;Community: Customs and Social Life;Croatian Americans;Emigration and Immigration;Ethnicity and Collective Identity;Farming and Agriculture;Folklore;German Americans;Government and Politics;Hungarian Americans;Irish Americans;Italian Americans;Jewish Americans;Labor History;Mills and Mill Work;Nonfiction;Nonfiction -- Immigration;Polish Americans;Religion;Social History;United States
915,L'a√å‚Äöme franco-ame√å¬Åricaine,"Un livre majeur d'un dÈfenseur triËs passionnÈ de la survivance franco-amÈricaine, et d'un maire ancien de Manchester, New Hamshire. L'auteur de ""CatÈchisme d'Histoire Franco-AmÈricaine"" et ""Rois ou Esclaves de la Machine."" De l'auteur: ""Nous nous proposons de souligner, dans le prÈsent ouvrage, un autre prodige de vitalitÈ franÁaise en AmÈrique, trop inconnu ou mÈconnu de nos friËres de France et du Canada: la survivance franÁaise aux Etats-Unis, chez ceux qu'on a justement appelÈs les Franco-AmÈricains. Dans une premiiËre partie, nous passerons en revue les faits qui entourent la naissance et le dÈveloppement de ce groupe franco-amÈricain, dont nous t√É¬¢cherons d'analyser l'ame nationale. Une second partie aura pour but de faire ressortir les causes de cette survivance franco-amÈricaine. Au cours de la troisiiËme partie, nous exposerons en toute sincÈritÈ les obstacles qui nous semblent retarder les progriËs de ce groupe ethnique et s'opposer le plus directement √É¬† la survivance des Franco-AmÈricains.""","Benoit, Josaphat ",,E√å¬Åditions Albert LÈvesque,1935,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/458422285"">458422285</a>",20e siiËcle; Nouvelle-Angleterre,,,,,,,,,,,167,"Montre√å¬Åal, Que√å¬Åbec",E√å¬Åditions Albert LÈvesque,,,,,L'‚me franco-amÈricaine... sur Google Books,,,,,https://francolibrary.com/archive/files/0a1beda7968522d987fbfce56d9be738.jpg,Acculturation and Assimilation;Albany NY;Bay City MI;Boston MA;Bourbonnais IL;Burlington VT;Chicago IL;Community: Customs and Social Life;Detroit MI;Duluth MN;Education;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Fall River MA;Family;Fitchburg MA;France;Holyoke MA;Illinois;Journalism;La Beauce QC;Lewiston ME;Louisiana;Lowell MA;Maine;Manchester NH;Marquette MI;Massachusetts;Minneapolis MN;Nashua NH;New Bedford MA;New York;New York NY;Nonfiction;Nonfiction -- History;Nonfiction -- History -- Intellectual;Philadelphia PA;Plattsburgh NY;QuÈbec;Religion;Salem MA;Southbridge MA;St. Paul MN;Vermont;Wisconsin;Woonsocket RI;Worcester MA
916,Les droits linguistiques des Franco-Ame√å¬Åricains aux E√å¬Åtats-Unis,"Une histoire lÈgale moderne sur la langue franÁaise √É¬† la Louisiane, la Nouvelle Angleterre, le Midwest √É‚Ä∞.U., et des autres Ètats qui contiennent les grandes populations francophones.","Kloss, Heinz",,Presses de l'Universite√å¬Å Laval,1971,"Verdoodt, Albert",fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/395663143"">395663143</a>",20e siiËcle; √É‚Ä∞tats-Unis,,,,,,FranÁais,,,,,80,"Que√å¬Åbec, Canada",Presses de l'Universite√å¬Å Laval,,,,,http://www.ciral.ulaval.ca/publications.asp  Les droits linguistiques... sur Google Books,,,,,https://francolibrary.com/archive/files/b0a95b2467d1c8982eab1ef0830c0522.jpg,California;Government and Politics;Illinois;Indiana;Language and Linguistics;Louisiana;Michigan;Minnesota;Missouri;New England;Nonfiction;Nonfiction -- Language and Linguistics;Ohio;Texas
917,The French Re√å¬Ågime in Wisconsin and the Northwest,Reprinted in 2007 by Heritage Books. A history of the French in North America - particularly what would become the US Midwest - from colonization to the middle 18th century. Contains semi-biographical pieces on explorers from that period. Focuses mainly on Wisconsin.,"Kellogg, Louise Phelps ",,State Historical Society of Wisconsin,1925,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/633645"">633645</a>","1600-1750, Wisconsin",,,,,,,,,,,474,"Madison, Wisconsin",,,9.78079E+12,,,The French Regime in Wisconsin and the Northwest @ Google Books (limited preview available),1,,,,,Canada;Death and Disaster;Exploration and Colonization;Farming and Agriculture;Forestry;Great Lakes Region;Illinois;Mississippi River Valley;MontrÈal QC;Native Americans;Ottawa ON;Personal History: Biography and Oral History;QuÈbec;Religion;St. Lawrence River Valley;US Midwest;War;Wisconsin
918,Ethnic Families in America : Patterns and Variations,"Collection of essays on the sociology of the family in the United States, with a particular reliance upon the cultural diversity of ethnic immigrant groups. The 1976 edition of the text - the edition available in most libraries - contains an essay entitled ""The Franco American Working Class Family,"" by Laurence French. From Pearson Higher Education: ""Reflecting the social and political dynamics in the United States, this edited volume offers an inclusive look at multicultural diversity in the U.S. with extensive coverage of the family life styles, traditions and values of seventeen American ethnic groups. Providing unique and personal insights, each chapter is written by a contributing author representing a particular ethnic group and is structured in a similar pattern - covering the historical background, key ethnic cultural components, traditional and current ethnic family characteristics, and changes and adaptations to the ethnic family and culture.""","Mindel, Charles H.",,Prentice Hall,1998,"Habenstein, Robert Wesley;Wright, Roosevelt ",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/1975976"">1975976</a>",20th century; United States,,,,,,,,,,,518,"Upper Saddle River, New Jersey",,,9.78044E+12,,,Ethnic Families in America... @ Google Books,,,,,https://francolibrary.com/archive/files/91fbd67f0768b452c114d77f5e87193c.jpg,Community: Customs and Social Life;Education;Emigration and Immigration;Ethnicity and Collective Identity;Family;Farming and Agriculture;Maine;New England;New Hampshire;Nonfiction;Nonfiction -- Ethnic Studies;Nonfiction -- Social Sciences;Nonfiction -- Sociology;QuÈbec;Religion;Social History;United States;Vermont;Youth
919,Les Franco-AmÈricains : La promesse du passÈ et les rÈalitÈs du prÈsent,"Une collection de papiers d'un colloque NADC dans la Nouvelle-Angeleterre, 1976. La poiËsie, des essayes sur l'ethnicitÈ et la culture, des histoires, des piiËces dramatiques, aussi que des pensÈes sur la langue et la futur francophone aux √É‚Ä∞tats-Unis.",National Materials Development Center,Lire: TEXTE INTEGRAL,National Assessment and Dissemination Center,1976,,FranÁais,,,,Book,"<a href=""http://www.worldcat.org/oclc/301749086"">301749086</a>",20e siiËcle; √É‚Ä∞tats-Unis,,,,,,,,,,,177,"Bedford, New Hampshire",National Assessment and Dissemination Center,,,,,Les Franco-AmÈricains... sur Google Books,,,,,https://francolibrary.com/archive/files/e08b609ac9d9a727cd1940eaee2d31f1.jpg;https://francolibrary.com/archive/files/261cc524fee9871f9c141f7e5cb534db.pdf,Acculturation and Assimilation;Community: Customs and Social Life;Education;Essay;Ethnicity and Collective Identity;Language and Linguistics;New England;Performing Arts;Poetry;QuÈbec;United States
920,Language Loyalty in the United States : The Maintenance and Perpetuation of Non-English Mother Tongues by American Ethnic and Religious Groups,"Collection of essays on the linguistics of non-English-speaking immigrants to the United States. The impact of movement on language, the perpetuation of local trends, the transformation of language in transit. The variety of language loyalties in the United States explored through sociological and psychological data, and through the many political and institutional structures set in support of the cultural life of certain American communities. Includes Herve B. Lemaire's ""Franco-American Efforts on Behalf of the French Language in New England."" Contains the following essays, in order of appearance:  The Historical and Social Contexts of an Inquiry into Language Maintenance Efforts Mother Tongue and Nativity in the American Population The Non-English and the Ethnic Group Press, 1910-1960 Foreign Language Broadcasting The Ethnic Group School and Mother Tongue Maintenance Mother Tongue Retentiveness in Ethnic Parishes Organizational and Leadership Interest in Language Maintenance Some Community Dynamics of Language Maintenance German-American Language Maintenance Efforts Franco-American Efforts on Behalf of the French Language in New England Spanish Language and Culture in the Southwest  Ukrainian Language Maintenance Efforts in the United States The Process and Problems of Language Maintenance: an Integrative Review Planned Reinforcement of Language Maintenance in the United States; Suggestions for the Conservation of a Neglected National Resource Language Maintenance in a Supra-Ethnic Age: Summary and Conclusions Appendices & Indexes","Fishman, Joshua A. (editor)",,Mouton,1966,"Christian, Chester C. ;Christian, Jane ;Glazer, Nathan;Hayden, Robert G. ;Hofman, John E.;Kloss, Heinz ;Lemaire, Herve B. ;Nahirny, Vladimir C.;Warshauer, Mary E. ",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/338947"">338947</a>",20th century; United States,,,,,,,,,,,478,The Hague,Mouton and Company,,,,,Language Loyalty... @ Google Books,,,,,https://francolibrary.com/archive/files/eb439b945a7278dcdc903253e89416a3.jpg,Acculturation and Assimilation;Emigration and Immigration;Ethnicity and Collective Identity;Language and Linguistics;Nonfiction;Nonfiction -- Language and Linguistics;Religion;United States
921,The Handbook of French Place Names in the U.S.A.,"Geography and etymology of places in the United States with names of French origin. Mostly concerned with California, Louisiana, and the U.S. Midwest.","Coulet du Gard, RenÈ;Coulet du Gard, Dominique ",,√É‚Ä∞ditions des Deux Mondes,1974,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/1254074"">1254074</a>","20th century, United States",,,,,,,,,,,276,Canada,,,,,,The Handbook of French Place Names... @ Google Books,,,,,https://francolibrary.com/archive/files/662df76089416568b4348604a181590b.jpg,California;Exploration and Colonization;Geography;Language and Linguistics;Louisiana;Native Americans;Nonfiction;Nonfiction -- Geography;Ohio;Religion;United States;US Midwest;Virginia;War;Wisconsin
922,Notre Album Culturel,"Un affichage artistique de la culture acadienne quotidien dans la VallÈe St-Jean du Maine. De l'auteur de, ""Me√å¬Åmoires d'une famille Acadienne de Van Buren, Maine"" Du texte: ""Cet album est une collection de 'dits' et de 'faits' recueillis dans une famille acadienne.""","Cyr, Sr. Marguerite",,St. John Valley Bilingual Education Program,1976,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/2756715"">2756715</a>","1976; St. John River Valley, Maine",,,,,,,,,,,112,"Madawaska, Maine",,,,,,,,,,,https://francolibrary.com/archive/files/e58c045bf9e0c700a2ecfa6499fcba8a.jpg,Art and Architecture;Community: Customs and Social Life;Education;Folklore;Food;Language and Linguistics;Madawaska ME;Nonfiction;Nonfiction -- History -- Local;St. John River Valley
923,Une Ame√å¬Årique franc√å¬ßaise,"Un exploration quÈbÈcois des contributions historiques des gens franÁais et canadiens-franÁais √É¬† la vie quotidienne et la culture des Etats-Unis. Du texte: ""Quand on parle de l'apport franÁais √É¬† l'histoire des √É‚Ä∞tats-Unis, on songe immÈdiatement √É¬† La Fayette, surtout en cette pÈriode du bicentenaire de l'IndÈpendance. On est peut-Ítre portÈ √É¬† oublier que la plus grande partie du territoire amÈricain a d'abord ÈtÈ franÁaise : dÈcouverte, cartographiÈe, colonisÈe √É¬† partir de MontrÈal et de QuÈbec. Ouvrage destinÈ au grand public, aux Ètudiants, aux Èleves, 'Une AmÈrique franÁaise' est une vase fresque illustrant la contribution que, depuis plus de 350 ans, des millions de coureurs de bois, voyageurs, missionaires, colons, commercants, ouvriers, intellectuels, venus, de France ou du Canada, ont apportÈe et apportent encore, par leurs qualitÈs franÁaises, √É¬† la civilisation des √É‚Ä∞tats-Unis. L'auteur, Jacques-Donat Casanova, est franÁais, mais il a vÈcu longtemps au QuÈbec et parcouru l'AmÈrique du nord. Il a dÈja publiÈ avec Raymond Douville, 'La vie quotidienne en Nouvelle France' et 'La vie quotidienne des Indiens au Canada.'""","Casanova, Jacques Donat",,E√å¬Åditeur officiel du Que√å¬Åbec,1975,Armour Landry,FranÁais,,,,,"<a href=""http://www.worldcat.org/oclc/299654602"">299654602</a>","1625-1975, √É‚Ä∞tats-Unis",,,,,,FranÁais,,,,,160,"Que√å¬Åbec, Canada",,,,,,Une Ame√å¬Årique franc√å¬ßaise sur Google Books,,,,,,Acadians;Arkansas;Boston MA;Canada;Detroit MI;Emigration and Immigration;Exploration and Colonization;France;Government and Politics;Great Lakes Region;Illinois;Language and Linguistics;Louisiana;Manchester NH;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;MontrÈal QC;Native Americans;New England;New Hampshire;New Orleans LA;New York;Newport RI;Pennsylvania;Philadelphia PA;QuÈbec;South Carolina;St. Louis MO;United States;War;Wisconsin
924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Dictionnaire des auteurs de langue franÁaise en AmÈrique du Nord,"Index d'auteurs (biographique, bibliographique) nord-amÈricains qui Ècrivent dans la langue franÁaise.","Hamel, RÈginald;Hare, John;Wyczynski, Paul",,FidiËs,1989,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/21163604"">21163604</a>",,,,,,,,,,,,1398,"Montre√å¬Åal, Que√å¬Åbec",,,9.78276E+12,,,http://services.banq.qc.ca/sdx/dalfan/ (le texte en plein)  Dictionnaire des auteurs... sur Google Books,,,,,https://francolibrary.com/archive/files/2d8f9a3c6011d6b259d8ea443a34d89e.jpg,Canada;Criticism and Review;Essay;Fiction and Literature;Language and Linguistics;Literary Works -- Other;Personal History: Biography and Oral History;Poetry;QuÈbec;United States
926,Francophone Literatures of the New World,"Collection of critical essays on contemporary Francophone literatures and the certain expression of Francophone identities through diverse uses of the French language in different geographies. Contains the following essays by their respective authors: Pauline Collet - ""De la passion du sacrifice au complexe du martyre,"" Hans R. Runte - ""Acadia as literary topos,"" Karolyn Waterson - ""The mythical dimension of Pelagie-la-charrette,"" Normand Dube - ""The Franco-American presence: a New England French literature,"" Mathe Allain - ""The French literature of Louisiana,"" Julien J. Lafontant - ""The dynamic message of Diacoute and Gouverneurs de la rosee,"" and James P. Gilroy - ""The theme of the Christ in francophone Caribbean literature: Roumain's Gouverneurs de la rosee""","Gilroy, James P. (editor)",,University of Denver,1982,"Collet, Paulette ;Runte, Hans R. ;Waterson, Karolyn ;Dube, Normand C. ;Allain, MathÈ ;Lafontant, Julien J. ",FranÁais and English,,,,Book,"<a href=""http://www.worldcat.org/oclc/8494888"">8494888</a>","20th century, North America",,,,,,,,,,,147,"Denver, Colorado",,,,,,Francophone Literatures of the New World @ Google Books,,,,,,Canada;Caribbean;Criticism and Review;Essay;Language and Linguistics;Literary Works -- Criticism and History;Louisiana;New England;Religion;United States
927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Gilbert O. Roy : peintre populaire de la vallÈe Saint-Jean,"Une examination de la vie et l'ouevre de Gilbert Roy, un peintre qui a vÈcu √É¬† Fort Kent, Maine. De l'avant-propos: ""Ce livre, on veut qu'il soit le premier parmi plusieurs. La sÈrie aura un meme thiËme: l'art populaire et l'artisanat chez les franco-amÈricains, un peuple riche en histoire, en traditions et en culture, mais dont l'energie creative est demeurÈe assez mal connue.""","Paradis, Roger;Olivier, Julien",,National Assessment and Dissemination Center,1979,,FranÁais,,,,Book,"<a href=""http://www.worldcat.org/oclc/231785364"">231785364</a>","20e siiËcle, VallÈe Saint-Jean, Maine",,,,,,,,,,,98,"Cambridge, Massachusetts",,,9.7809E+12,,,Gilbert O. Roy: peintre populaire... sur Google Books,,,,,,Aroostook County ME;Art and Architecture;Claire ME;Community: Customs and Social Life;Fort Fairfield ME;Fort Kent ME;Frenchville ME;Madawaska ME;Maine;New Brunswick;Nonfiction;Nonfiction -- Art and Architecture;QuÈbec;St. John River Valley;Van Buren ME
929,En Hiver,"Un cahier franÁais pour les jeunes et les dÈbutantes francophones. Des exercices, des poiËmes, etc., sur le sujet de ""l'hiver,"" pour pratiquer la grammaire et la vocabulaire franÁaises.","Olivier, Julien",,National Assessment and Dissemination Center,1979,,FranÁais,,,,Book,"<a href=""http://www.worldcat.org/oclc/7295578"">7295578</a>",,,,,,,,,,,,81,"Cambridge, Massachusetts",,,,,,En hiver sur Google Books,,,,,https://francolibrary.com/archive/files/8771aa3e1df862d4be8d9a706dd7222a.jpg,Children's Literature;Education;Language and Linguistics;Literary Works -- Children's Literature;New England;Sports and Leisure;Youth
930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
