title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
"L'enclume et le couteau : The Life and Work of Adelard Coté, Folk Artist","Biography of Adelard Coté, Southern Maine artist and sculptor of wood. Includes pictures of his art, interviews, and a critical observation of his work as a part of Franco-American folklore. Also includes a brief history of French-Canadian immigration to Biddeford, Maine.","Beaupré, Normand R.",,,1982,"Coté, Adelard (featured artist);Muskie, Stephen O. (photographer)",English and français,,,,Book,"<a href=""http://www.worldcat.org/oclc/21332161"">21332161</a>","20th century, Maine",,,,,,,,,,,98,"Manchester, New Hampshire",National Materials Development Center,,,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#lenclume"">http://www.nrbeaupre.com/writings.html#lenclume</a> <br/><br/> <a href=""http://books.google.com/books?id=vlb1JAAACAAJ&amp;dq=l%27enclume+et+le+couteau&amp;hl=en&amp;ei=1J4jTPGiEIH88AaImIW1BQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDIQ6AEwAA"">http://books.google.com/books?id=vlb1JAAACAAJ&amp;dq=l%27enclume+et+le+couteau&amp;hl=en&amp;ei=1J4jTPGiEIH88AaImIW1BQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDIQ6AEwAA</a></div>",,,,,,Art and Architecture;Biddeford ME;Emigration and Immigration;Family;Folklore;Fryeburg ME;Labor History;Mills and Mill Work;Personal History: Biography and Oral History;Québec;Saco ME,Biographies & Autobiographies
"Jim : L'histoire de Jim Caron jeune homme, racontée par lui-même (à  101 ans) (texte et audio)","L'histoire de Jim Caron, 101 ans, tel que raconté à  Milton, New Hampshire, et rédigé par Julien Olivier. Sa famille, son travail dans les bois et dans le moulin, son école, and sa vie apriès son immigration aux Etats-Unis. Du texte: ""Jim Caron m'a raconté son histoire par un jour bien froid et ensoleillé, dans la maison en campagne ou il vit depuis deux ans.  Avant ca, it habitait seul, dans un petit chambre à  Somersworth, New Hampshire.  Maintenant, à  Milton, encore au New Hampshire, il demeure avec une famille qui l'a adopté comme leur pé-pière: la mière, le pière, leurs deux fils et la petite fille que Jim aime tout, un chat et les animaux dans la grange....Il est content avec eux....C'était le 21 janvier 1977. Jim avait cent et un ans et quinze jours...""","Olivier, Julien","Lire: TEXTE INTEGRAL;Ecouter: AUDIO;Télécharger: AUDIO (Right click, ""Save Link As"");Télécharger: PDF",National Materials Development Center,1977,"Caron, Jim;Lefebvre, Suzanne",Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/6467407"">6467407</a>",1876-1977; New Hampshire,,,,,,,,,,,54,"Bedford, New Hampshire",National Materials Development Center,,,,,"<div class=""element-text""><a href=""http://www.eric.ed.gov/ERICWebPortal/search/detailmini.jsp?_nfpb=true&amp;_&amp;ERICExtSearch_SearchValue_0=ED175270&amp;ERICExtSearch_SearchType_0=no&amp;accno=ED175270""> http://www.eric.ed.gov/ERICWebPortal/search/detailmini.jsp?_nfpb=true&amp;_&amp;ERICExtSearch_SearchValue_0=ED175270&amp;ERICExtSearch_SearchType_0=no&amp;accno=ED175270 </a> <br/> <br/> <a href=""http://www.facnh.com/bookstore.essay.html"">http://www.facnh.com/bookstore.essay.html</a></div>",,,,,https://francolibrary.com/archive/files/8c070e7b358da413c9c14481e26be763.jpg;https://francolibrary.com/archive/files/eab38539bd59da3c0d9b2996f3bb1694.pdf,Augusta ME;Berwick ME;Dover NH;Emigration and Immigration;Family;Labor History;Lake Winnipesaukee NH;Language and Linguistics;Manchester NH;Merrimack River Valley;Mills and Mill Work;NMDC;Personal History: Biography and Oral History;Rochester NH;Somersworth NH;Waterville ME;Youth,Biographies & Autobiographies
Unveiling Kate Chopin,"Biography of the author of ""The Awakening."" From University Press of Mississippi: ""In 'Unveiling Kate Chopin,' Emily Toth, the foremost authority on Chopin's life and works, creates a sharply revealing portrait of a modern woman in a Victorian world. Born in St. Louis in 1850, Kate O'Flaherty was raised by wealthy, feisty widows and educated by brilliant nuns. She endured a mysterious 'outrage' committed against her by Union soldiers in her teens and suffered what moderns now call a 'loss of voice.' But she survived to become a lively, dangerously clever social observer.""","Toth, Emily",,,1999,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/39800550"">39800550</a>","1850-1950, United States",,,,,,,,,,,290,"Jackson, Mississippi",,,9.78158E+12,,,"<div class=""element-text""><a href=""http://www.upress.state.ms.us/books/779"">http://www.upress.state.ms.us/books/779</a> <br/> <br/> <a href=""http://books.google.com/books?id=ZYDgwD3YJLUC&amp;printsec=frontcover&amp;dq=unveiling+kate+chopin&amp;cd=1"">http://books.google.com/books?id=ZYDgwD3YJLUC&amp;printsec=frontcover&amp;dq=unveiling+kate+chopin&amp;cd=1</a> (limited preview available here)</div>",,,,,https://francolibrary.com/archive/files/1b94f1f91befa20c1831df9edb7295a1.jpg,Criticism and Review;Death and Disaster;Fiction and Literature;Gender and Sexuality;Literary Works -- Criticism and History;Louisiana;New Orleans LA;Personal History: Biography and Oral History;St. Louis MO;War,Biographies & Autobiographies
The Cows Are Out!: Two Decades on a Maine Dairy Farm,"From Islandport Press: ""Family dairy farms are disappearing in Maine and with them, a way of life. Trudy Chambers Price has captured the daily joys and struggles of the family farm in a way that ensures this Maine way of life will not be forgotten....Price and her husband raised two sons and hundreds of cows on Craneland Farm in Central Maine. The work was never-ending and exhausting, but also exhilarating and rewarding. In this bittersweet memoir of two decades of dairy farming, Chambers writes of the daily trials of haying, cow breeding and milking against a backdrop of gentle and entertaining rural life. She introduces kind neighbors, eccentric neighbors, visiting city folk and loveable pets. 'The Cows Are Out!' is a tribute to hard-working family farmers and to an important part of Maine's historical and cultural heritage.""","Price, Trudy Chambers",,Islandport Press,2004,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/55659235"">55659235</a>","20th century, Central Maine",,,,,,,,,,,220,"Yarmouth, Maine",Islandport Press,,0967166292,,,"<div class=""element-text""><a href=""http://www.islandportpress.com/cows.html"">http://www.islandportpress.com/cows.html</a> <br/> <br/> <a href=""http://books.google.com/books?id=YpOqAAAACAAJ&amp;dq=price%3B+the+cows+are+out&amp;hl=en&amp;ei=IvtrTICsH4K78gbKnrmmCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDIQ6AEwAA"">http://books.google.com/books?id=YpOqAAAACAAJ&amp;dq=price%3B+the+cows+are+out&amp;hl=en&amp;ei=IvtrTICsH4K78gbKnrmmCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDIQ6AEwAA</a></div>",,,,,https://francolibrary.com/archive/files/072295c91f40fca99233e30eec649925.jpg,Aroostook County ME;Caribou ME;Community: Customs and Social Life;Family;Farming and Agriculture;Gender and Sexuality;Houlton ME;Maine;Personal History: Biography and Oral History;Thorndike ME,Biographies & Autobiographies
Le Bon Pière Zénon (1870-1940),"La biographie de Monseigneur Arthur Décary, dit le Révérend Pière Zénon Décary: un prêtre qui a servi les églises catholique romain du Maine. ècrite comme hagiographie moderne, avec l'attestation populaire dans lettres publiques pour sa sainteté, ainsi que quelques descriptions de certains miracles.","Religieuse de la Présentation de Marie, La (Hudson, New Hampshire)",,Joseph-Edouard McCarthy,1945,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/22844640"">22844640</a>;<a href=""http://www.worldcat.org/oclc/34711965"">34711965</a>",1870-1940; Maine,,,,,,,,,,,101,"Portland, Maine",,,,,,"<div class=""element-text""><a href=""books.google.com/books?id=0tMEGwAACAAJ"">Le Bon Père Zénon...</a> sur Google Books</div>;<div class=""element-text""><a>http://www.n-d-g.ca/english/?page_id=19</a> (des infos sur Zénon dans son temps)</div>",,,,,https://francolibrary.com/archive/files/6d65a51e93f114adddd233ea94fe3282.jpg,Augusta ME;Biddeford ME;Brandon NY;Chasm Falls NY;Community: Customs and Social Life;Education;Fairfield ME;Fort Kent ME;Hudson NH;Montréal QC;Nonfiction;Nonfiction -- History -- Religion;Personal History: Biography and Oral History;Presque Isle ME;Québec;Religion;Westbrook ME,Biographies & Autobiographies
Kerouac: A Biography,"Seminal biography of native of Lowell, Massachusetts, Franco American, novelist, and poet, Jack Kerouac. Republished in 1994. Written by Ann Charters, who worked with Kerouac during the final three years of his life. In her writing of this book, Charters was assisted by Allen Ginsberg, William Burroughs, and other contemporary artists close to Kerouac and essential to the Beat Movement in art, literature, and broader Americana.","Charters, Ann",,Straight Arrow Books,1973,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/605241"">6065241</a>",20th century,,,,,,,,,,,416,,,,9.78088E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=GbPj4xWNogIC&amp;source=gbs_navlinks_s"">Kerouac: A Biography @ Google Books</a> (limited preview available)</div>",,,,,https://francolibrary.com/archive/files/ad94bdc63395039ed4ef1988748a2ac6.jpg,Alcohol and Drugs;Berkeley CA;Denver CO;Emigration and Immigration;Literary Works -- Criticism and History;Lowell MA;Merrimack River Valley;Mexico;New York NY;Personal History: Biography and Oral History;Poetry;San Francisco CA,Biographies & Autobiographies
Priest: A Tale of Repressed Identity: How I Became a Catholic Priest,"Autobiography of a New Hampshire man and his ""search for personal identity"" through ethnicity and religion, in and out of the lifestyle of a Roman Catholic Priest. From the back cover: ""Maurice Fillion was five when his father died. Singled out by priests and nuns while in grade school as a promising candidate for the Catholic priesthood, he entered a minor seminary at age 13, then moved into a religious novitiate and on to a major seminary. By the time he was ordained a priest at 25 he had spent half his life in cloistered living, segregated from the outside world..."" ","Fillion, Maurice C.",,Xlibris Corporation,2006,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/72521692"">72521692</a>",,,,,,,,,,,,232,"Berlin, New Hampshire",,,9.78143E+12,,,"<div class=""element-text""><a href=""https://www2.xlibris.com/bookstore/bookdisplay.aspx?bookid=29524"">https://www2.xlibris.com/bookstore/bookdisplay.aspx?bookid=29524</a> <br/><br/> <a href=""http://books.google.com/books?id=IkKvPAAACAAJ&amp;dq=fillion%3B+priest&amp;hl=en&amp;ei=J2bATIvPFcKC8gbB0qHoBA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCkQ6AEwAA"">Priest... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/b12a70985df5cb913c5953c61d599fb8.jpg,Berlin NH;Death and Disaster;Ethnicity and Collective Identity;Family;Gender and Sexuality;Gorham NH;Hudson NH;Lowell MA;Personal History: Biography and Oral History;Québec;Religion;Shelburne NH;Youth,Biographies & Autobiographies
"Vows : The Story of a Priest, a Nun, and Their Son","The biography of a Catholic nun and a Catholic priest in Boston, Massachusetts - their work and their faith, their marriage and their family - written by their son. Moves through the author's youth and his own unique relationship with faith and doctrine. An intimate and intimately-told story of religion in America, especially Catholicism, during and after the social upheavel of the middle twentieth century. From Free Press: ""'Vows' is a compelling story of one family's unshakable faith that to be called is to serve, however high the cost may be. Peter Manseau's riveting evocation of his parents' parallel childhoods, their similar callings, their experiences in the seminary and convent, and how they met while tending to the homeless of Roxbury, Massachusetts, during the riot-prone 1960s is a page-turning meditation on the effect that love can have on profound faith.""","Manseau, Peter",,"Free Press, Simon and Schuster",2005,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/60373489"">60373489</a>",,,,,,,,,,,,383,"New York, New York",,,9.78074E+12,,,"<div class=""element-text""><a href=""http://www.petermanseau.com/books.html#vows"">http://www.petermanseau.com/books.html#vows</a> <br/><br/> <a href=""http://books.google.com/books?id=dV99DXEkjAMC&amp;source=gbs_navlinks_s"">Vows... @ Google Books</a> (limited preview available)</div>",,,,,https://francolibrary.com/archive/files/d037dd4d29525981089519bfc8b87847.jpg,Amherst MA;Boston MA;Dorchester MA;Family;Framingham MA;Gender and Sexuality;Lowell MA;Medford MA;Personal History: Biography and Oral History;Religion;Roxbury MA;Social History;Somerville MA;United States,Biographies & Autobiographies
"Lewis Barttro : A Vermont Franco-American in the Civil War, Born Louis Berthiaume","Brief biography of a French Canadian who fought in the American Civil War as a volunteer from Richmond, Vermont. Concludes with a brief ancestry of his family extending into 17th century France, as well as a list of his descendants now dispersed across the United States.","Fisher, John R. ",,Self-published,1994,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/35849944"">35849944</a>","17th century-20th century, Vermont, France, Quebec",,,,,,,,,,,Unpaginated,"Burlington, Vermont",,,,,,"<div class=""element-text""><a href=""http://www.johnfishersr.net/Barttro_Lewis%20Family.htm"">http://www.johnfishersr.net/Barttro_Lewis%20Family.htm </a> (read the text here) <br/><br/> <a href=""http://books.google.com/books?id=V8LPHAAACAAJ&amp;dq=lewis+barttro&amp;hl=en&amp;ei=0N9bTa_4DMP58Aay0Kz1DQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCcQ6AEwAA"">Lewis Barttro... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/802d9bfaf0c1379fc3440df51d8592c2.jpg,Burlington VT;Emigration and Immigration;Ethnicity and Collective Identity;Family;Genealogy;Personal History: Biography and Oral History;Québec;Richmond VT;Spencer MA;St. George VT;United States;Vermont;Violence;War;Worcester MA,Biographies & Autobiographies
The Bridging of Two Cultures,"Subtitled, ""How One Family of French Canadian Descent, Without Compromising Its Heritage, Learned to Live and Cope in the Border Village of Derby Line, Vermont in the First Half of the Twentieth Century."" Biography of the Morin family of Derby Line. Descriptions of a rural American community and the family's negotiation of it with a cultural strength partly unfamiliar to their surroundings.","Verret, Lauretta Morin ",,Queen City Printers,2002,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/76944190"">76944190</a>","20th century, Derby Line, Vermont",,,,,,,,,,,92,"Burlington, Vermont",Queen City Printers,,,,,"<div class=""element-text""><a href=""http://www.vermonthistory.org/journal/75/09_MoreAboutVTHistory.pdf"">http://www.vermonthistory.org/journal/75/09_MoreAboutVTHistory.pdf</a></div>",,,,,,Acculturation and Assimilation;Community: Customs and Social Life;Derby Line VT;Ethnicity and Collective Identity;Family;Personal History: Biography and Oral History;Vermont,Biographies & Autobiographies
Up from Maple Street,"Memoirs of a Vermont teacher. The story of his French Canadian family living in St. Johnsbury, Vermont in the middle twentieth century. From Ecko House Publishing: ""This book tells of a French Canadian family rising out of poverty and achieving the American Dream. The setting is St. Johnsbury, Vermont. Felix, the Dad, is a hot dog vendor on the hilly streets while Mom is a stay at home mom raising eight children. The American Dream is reached through hard work, perseverance and especially education. Part of the book deals with interesting anecdotes at various schools in Vermont in which the author spent 36 years as a teacher and school administrator.""","Cort-Desrochers, John ",,Self-published,2008,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/268988215"">268988215</a>","20th century, St. Johnsbury, Vermont",,,,,,,,,,,147,"St. Johnsbury, Vermont",,,9.78143E+12,,,"<div class=""element-text""><a href=""http://www.eckobooks.com/product/1001159/Up-From-Maple-Street/"">http://www.eckobooks.com/product/1001159/Up-From-Maple-Street/</a> <br/><br/> <a href=""http://www.vt-fcgs.org/member_offers.html"">http://www.vt-fcgs.org/member_offers.html</a> <br/><br/> <a href=""http://books.google.com/books?id=VuLXPgAACAAJ&amp;dq=cort-desrochers;+up+from+maple+street&amp;hl=en&amp;ei=XTtZTYGREdHpgQf3lYioDQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">Up from Maple Street @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/87c5bcaf0d8b211c36ca7cc683a6ba50.jpg,Acculturation and Assimilation;Business and Economics;Community: Customs and Social Life;Education;Family;Personal History: Biography and Oral History;St. Johnsbury VT;Vermont,Biographies & Autobiographies
Crossing the Divide : Representations of Deafness in Biography,"An exploration of the lives and texts of three francophone biographers, each struggling in her own way through the difficulties of deafness. Includes a segment on Franco American author Corinne Rocheleau-Rouleau. From Gallaudet University Press: ""This remarkable volume examines the process by which three deaf, French biographers from the 19th and 20th centuries attempted to cross the cultural divide between deaf and hearing worlds through their work. The very different approach taken by each writer sheds light on determining at what point an individual's assimilation into society endangers his or her sense of personal identity.""","Hartig, Rachel Mildred ",,Gallaudet University Press,2006,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/69104286"">69104286</a>","19th-20th centuries, Canada, France, United States",,,,,,,,,,,161,"Washington, D.C.",,,9.78156E+12,,,"<div class=""element-text""><a href=""http://gupress.gallaudet.edu/bookpage/CTDbookpage.html"">http://gupress.gallaudet.edu/bookpage/CTDbookpage.html</a> (preview of text and review of text available here) <br/><br/><a href=""http://books.google.com/books?id=VoOBQgAACAAJ&amp;dq=hartig;+crossing+the+divide&amp;hl=en&amp;src=bmrr&amp;ei=9PR4TZ7eNaiQ0QGWku3aAw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC0Q6AEwAA"">Crossing the Divide... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/eb22cde72ef396e8158ce11d87890d2c.jpg,Canada;Ethnicity and Collective Identity;Fiction and Literature;France;Gender and Sexuality;Illness;Personal History: Biography and Oral History;United States,Biographies & Autobiographies
Before All Dignity Is Lost : The Living and Dying of an AIDS Victim,"The life of a young man after graduating college, his battle with AIDS, and his friendship with a mentor and former professor, Norman Beaupré, as read through a chronological series of personal letters. From the author's website: ""What would you do if you suddenly discovered you had AIDS? What would you think? 'Before All Dignity Is Lost' is the epistolary story of a young man who suffers through the ignominy of AIDS and dies from it at age 34. This is a true story based on real letters.""","Beaupré, Norman R.",,Llumina Press,2006,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/85854514"">85854514</a>","1985-1995, Philadelphia, Pennsylvania",,,,,,,,,,,100,"Coral Springs, Florida",,,9.7816E+13,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/dignity.html"">http://www.nrbeaupre.com/writings/dignity.html</a> <br/><br/> <a href=""http://books.google.com/books?id=td9NAAAACAAJ&amp;dq=before+all+dignity+is+lost&amp;hl=en&amp;ei=F6lJTPbIIsL58AbDw4mSDw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCsQ6AEwAA"">Before All Dignity Is Lost... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/b09cdc5e921a7751dbdd57f31e4edffa.jpg,Alcohol and Drugs;Biddeford ME;Death and Disaster;France;Illness;Personal History: Biography and Oral History;Philadelphia PA,Biographies & Autobiographies
Inside Peyton Place : The Life of Grace Metalious,"Biography of Manchester, New Hampshire author Grace Metalious. Famous for her novel ""Peyton Place"" and its various film adaptations. Emily Toth is also the biographer of novelist Kate Chopin.

From University Press of Mississippi: ""The juicy biography of the scandalous novelist who lifted the lid off a New England town...Grace Metalious, an unpretentious housewife from the wrong side of the tracks, had written an explosive bestseller. From a ramshackle cottage in a small New England milltown, she zoomed to national stardom. She met movie stars, famous writers, and the hangers-on who gravitate to those who achieve sudden wealth. She partied with the glamorous; she traveled; always a generous friend, she entertained lavishly. It was a Cinderella dream. But it did not last....Grace refused to be confined by the fifties' notions of a woman's place. In her struggle to find herself, she lifted the lid off sex and violence, power and powerlessness, truth and hypocrisy, and became known as the Pandora in Blue Jeans. 'If I'm a lousy writer,' she said, 'then an awful lot of people have got lousy taste.'...Emily Toth has given us a complete and sympathetic portrait of Grace: the idealistic young scribbler, the partier, the sometimes reluctant wife and mother. Tracing the television shows, the films, the Peyton Place sequels and later novels, Toth shows Grace plagued by periods of self-doubt and loneliness, striving desperately and feeling pressured to create another 'hit.'""

","Toth, Emily",,Doubleday,1981,,,,,,Book,"<a href=""http://www.worldcat.org/oclc/7247649"">7247649</a>","20th century, New Hampshire",,,,,,,,,,,395,"Garden City, New York",,,0385159501,,,"<div class=""element-text""><a href=""http://www.upress.state.ms.us/books/399"">http://www.upress.state.ms.us/books/399</a> <br/><br/> <a href=""http://books.google.com/books?id=XVdI6PQsZaUC&amp;source=gbs_navlinks_s"">Inside Peyton Place... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/1f117efe0aff7fa089566f346d1f3b72.jpg,Alcohol and Drugs;Criticism and Review;Family;Fiction and Literature;Gender and Sexuality;Literary Works -- Criticism and History;Manchester NH;New England;New Hampshire;Personal History: Biography and Oral History,Biographies & Autobiographies
Little Pine to King Spruce : A Franco-American Childhood,"Memoirs of Fran Pelletier. His family and his youth in rural Maine. Growing up in small town America. From the back cover: ""Fran Pelletier is a rare and wonderful storyteller. He Grew up in Milford, Maine, in the 1930s....Pelletier remembers all the details in a series of stories that beg to be read aloud and shared. Authentically small-town American, yet spiced by his French-Canadian heritage, these stories will resonate in communities throughout New England.""","Pelletier, Fran",,Tilbury House,2003,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/52819582"">52819582</a>","20th century, Maine",,,,,,,,,,,190,"Gardiner, Maine",Tilbury House,,,,,"<div class=""element-text""><a href=""http://www.tilburyhouse.com/maine-and-new-england/little-pine-to-king-spruce.htm"">http://www.tilburyhouse.com/maine-and-new-england/little-pine-to-king-spruce.htm</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?id=jxIHAAAACAAJ&amp;dq=pelletier%3B+little+pine+to+king+spruce&amp;hl=en&amp;ei=9c4gTOyrFMGB8gbm4flZ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">From Little Pine to King Spruce... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/fff29368aae2c3102410957eb9603951.jpg,Augusta ME;Bradley ME;Community: Customs and Social Life;Family;Food;Government and Politics;Language and Linguistics;Milford ME;New Harbor ME;Old Town ME;Personal History: Biography and Oral History;Religion;Youth,Biographies & Autobiographies
Nous sommes un peuple étrange,"Un essai par l'auteur des romans ""The Family"" et ""The Country,"" et aussi les mémoires, ""American Ghosts."" Il viens de Providence, Rhode Island. Partie d'une collection sur la culture française d'Amérique. Au début du texte, Plante se demande, ""quelles sont les influences de mes origines sur ce que j'écris?"" Donc, il utilise son arbre de famille, les routes culturelles de ses aieux, la religion, et la langue à  expliquer son rélation à  écriture, le contenu de ses œuvres,  et les raisons pour sa ""maniière de décrire"" particuliere comme écrivain bilingue. Il situe ses logiques dans certaines situations personnelles ou la différence culturelle l'apporta des apercus uniques de ses préoccupations en tant que personne d'héritage français, canadien, ou nord-américain aux Etats-Unis.","Plante, David",,Presses de l'Université Laval,1997,,Français,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/37491176"">37491176</a>","20e siiècle, Etats-Unis.",,,,,,,,,,,,"Sainte-Foy, Québec",,,9.78276E+12,,,"<div class=""element-text""><a href=""http://bks7.books.google.com/books?id=NOWbuqXthBQC&amp;source=gbs_navlinks_s"">Nous sommes un peuple étrange @ Google Books</a> <br/><br/> <a href=""http://www.pulaval.com/catalogue/litterature-dialogue-interculturel-3342.html"">http://www.pulaval.com/catalogue/litterature-dialogue-interculturel-3342.html</a></div>",,,,,https://francolibrary.com/archive/files/032f9d3696949c9a639c738d89c7e3a3.JPG,Criticism and Review;Family;Fiction and Literature;France;Language and Linguistics;Native Americans;Providence RI;Québec;Religion;United States,Biographies & Autobiographies
"Pas de gêne : L'histoire d'Omer Marcoux, violoneux et sculpteur","Une histoire de la vie artistique et communautaire d'un homme franco-américain de New Hampshire. Racontée par lui-même, M. Marcoux - bûcheron, sculpteur, musicien, ami - comme vu dans les contes qui se présentent dans ses entrevues avec l'écrivain du texte. 10 chapitres, illustrée par photos et dessins en noir et blanc.  Traductions de quelques phrases idiomatiques.","Olivier, Julien",,National Materials Development Center for French,1981,"Pomeroy, Paul (photos);Perron, Thérièse (dessins)",Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/9185697"">9185697</a>","1900-1981, Maine, New Hampshire, Québec",,,,,,,,,,,94,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=-6phGQAACAAJ&amp;dq=pas+de+gene+;+omer+marcoux&amp;hl=en&amp;ei=8xaaTbP8Iq610QGZ_vTkCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=5&amp;ved=0CDcQ6AEwBA"">Pas de gêne @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/a7dc8fd8cea3d12dbd068981d33ef5e1.jpg,Art and Architecture;Community: Customs and Social Life;Concord NH;Emigration and Immigration;Family;Folklore;Jackman ME;Merrimack River Valley;Music;New Hampshire;Personal History: Biography and Oral History;Québec;Religion,Biographies & Autobiographies
"Legacy : A Biography of Rev. Armand ""Spike"" Morissette, O.M.I.","The life of Father Armand Morissette - better known as Father Spike - Catholic priest of Lowell, Massachusetts. Father Spike was widely known for his compassion and ease of friendship, as well as for his community activism and ahead-of-the-curve political and theological views. Stories and memories of the Lowell native from his birth in 1910 to the book's publication in 1985. Includes his schooling, service as chaplain to the French Navy, his relationship with Jack Kerouac, and the breadth of his participation in public life. Appended with interviews with Father Spike, as well as a selection of several of his speeches.","Chartier, Armand;Chartier, Catherine Rivard ",,Works in Progress Press,1985,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/16000329"">16000329</a>","20th century, Lowell, Massachusetts",,,,,,,,,,,120,"Boston, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=6xpOGwAACAAJ&amp;dq=legacy;+chartier&amp;hl=en&amp;ei=4zuoTd6kO4TUgQeH0YT0BQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Legacy... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/d724384cb8145fdc54c845a86547eb78.jpg,Community: Customs and Social Life;Family;Hudson NH;Lowell MA;Massachusetts;Merrimack River Valley;New Hampshire;Personal History: Biography and Oral History;Religion,Biographies & Autobiographies
A Stigmatist : Marie-Rose Ferron,"An impassioned tribute to Marie-Rose Ferron, or ""Little Rose,"" of Woonsocket, Rhode Island. Little Rose is revered in local Catholic mysticism for her experience of the stigmata - the miraculous appearance of the wounds of Christ on her body - and the piety with which she led her short life. This book shares the story of Rose and the Ferron family through recollections, second-hand accounts, and historical research. A unique portrayal of the Franco American community of Woonsocket through the lens of its devout religiosity around the time of the Sentinellist Affair. Features the community's remembrances, its prayers, the phenomena it attributes to Rose, etc. Strangely crafted, with each chapter filled by often disconnected events related in single paragraphs separated by title headers. ","Savard Bonin, Jeanne ",,éditions Paulines,1988,,English (traduction du français),,,,Book,"<a href=""http://www.worldcat.org/oclc/166317572"">166317572</a>","20th century, Woonsocket, Rhode Island",,,,,,,,,,,265,"Sherbrooke, Québec",éditions Paulines,,9.78289E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=-HKiLuMymtEC&amp;source=gbs_navlinks_s"">A Stigmatist @ Google Books</a> (limited preview available)</div>",,,,,https://francolibrary.com/archive/files/469c5e25c247a979e6223a8bd7012c9a.JPG,Community: Customs and Social Life;Death and Disaster;Fall River MA;Family;Illness;New England;Providence RI;Québec;Religion;Woonsocket RI,Biographies & Autobiographies
