title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
The Broken Premise,"Book of poems out of Portland, Maine. ","Tremblay, William P.",,Bryant Press,1975,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/3547240"">3547240</a>",,,,,,,,,,,,66,"Portland, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=b4pmOQAACAAJ&amp;dq=tremblay%3B+the+broken+premise&amp;hl=en&amp;ei=S3fATNTqKIH98AbU35jKBg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC4Q6AEwAA"">The Broken Premise @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/f00d8ebe5fd98d39fee827b42b15ef68.jpg,Boston MA;Literary Works -- Poetry;Newburyport MA;Poetry;Portland ME,Literary Works | Oeuvres littéraires
Histoire littéraire de l'Amérique française des origines à  1950,"Pris d'un revue par Richard Bergeron (http://www.erudit.org/revue/haf/1955/v8/n4/301686ar.pdf): ""Un chapitre préliminaire traite d'abord rapidement des oeuvres produites sous le régime français... l'auteur y analyse le milieu, marque les tendances et les genres de ces premiers essais tâtonnants....Cinq chapitres (172 pages) notent ensuite les étapes et tracent l'évolution de la littérature canadienne d'expression française. Apriès les primitifs paraissent les 'exaltés' de 1830, suivis des 'conformistes' de l'époque suivante; puis c'est l'éveil littéraire de 1900 et les écrivains actuels, qui font éclater les cadres....La deuxiième partie (110 pages), qui concerne les Etats-Unis, peint la littérature louisianaise (débuts, apogée, déclin) et la littérature franco-américaine de la Nouvelle-Angleterre....Une troisiième partie intitulée Antilles, consacre cinq chapitres (153 pages) à  la littérature d'Haïti et un chapitre (25 pages) à  celle des Petites Antilles (Martinique, Guadeloupe, etc.)....L'ouvrage se termine par un essai de synthièse générale, où, du rapprochement de ces littératures diverses, l'auteur dégage des constantes et tire des leçons pour l'avenir.""","Viatte, Auguste",,Presses universitaires Laval,1954,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/177021"">177021</a>","1830-1950, l'Amérique du Nord",,,,,,,,,,,545,"Québec City, Québec",,,,,,"<div class=""element-text""><a href=""http://www.erudit.org/revue/haf/1955/v8/n4/301686ar.pdf"">http://www.erudit.org/revue/haf/1955/v8/n4/301686ar.pdf</a></div>",,,,,,Criticism and Review;Fiction and Literature;Guadeloupe;Haiti;Language and Linguistics;Literary Works -- Criticism and History;Louisiana;Martinique;New England,Literary Works | Oeuvres littéraires
Antecede Reality,"Book of poems from a native of Van Buren, Maine. ","Violette, Pat",,Morris Publishing,1999,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/45088498"">45088498</a>",,,,,,,,,,,,62,"Kearney, Nebraska",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=lsJdHAAACAAJ&amp;dq=violette%3B+antecede+reality&amp;hl=en&amp;ei=FHnATJTuPIP78Aa8utTdBg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">Antecede Reality @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/a234fdc1240f3e738f63ea97e6e871e7.jpg,Literary Works -- Poetry;Poetry;Van Buren ME,Literary Works | Oeuvres littéraires
Cathedral of the North,"From University of Pittsburgh Press: ""Winner of the 1999 Associated Writing Programs' Award Series in Poetry. Set against a fantastic backdrop of religious imagery, myth and dreams, science fiction, and the stark realities of a northern factory town, Voisine's poems carefully detail the life of a common hero and his family."" 
","Voisine, Connie",,University of Pittsburgh Press,2001,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/45243749"">45243749</a>",,,,,,,,,,,,67,"Pittsburgh, Pennsylvania",,,9.78082E+12,,,"<div class=""element-text""><a href=""http://www.upress.pitt.edu/BookDetails.aspx?bookId=35306"">http://www.upress.pitt.edu/BookDetails.aspx?bookId=35306</a> <br/> <br/> <a href=""http://books.google.com/books?id=2b8gAQAAIAAJ&amp;dq=voisine%3B+cathedral+of+the+north&amp;hl=en&amp;ei=dctyTMiQFYL-8AaN5M2ADA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Cathdral of the North @ Google Books</a></div>",,,,,,Aroostook County ME;Folklore;Gender and Sexuality;Language and Linguistics;Literary Works -- Poetry;Poetry;Religion,Literary Works | Oeuvres littéraires
The Dogs of March,"The first piece of Hebert's ""Darby Series"" - five novels set in a fictional town in rural New Hampshire. From University Press of New England: ""Howard Elman is a man whose internal landscape is as disordered as his front yard, where native New Hampshire birches mingle with a bullet-riddled washer, abandoned bathroom fixtures, and several junk cars. Howard, anti-hero of this first novel in Ernest Hebert's highly acclaimed Darby series, is a mixture too. Howard's battle against encroaching change symbolizes the class conflict between indigenous Granite Staters scratching out a living and citified immigrants with 'college degrees and big bank accounts.' Like the winter-weakened deer threatened by the dogs of March -- the normally docile house pets whose instincts arouse them to chase and kill for sport -- Howard, too, is sorely beset.""","Hebert, Ernest",,Viking Press,1979,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/4492057"">4492057</a>",,,,,,,,,,,,255,"New York, New York",,,9.78067E+12,,,"<div class=""element-text""><a href=""http://www.upne.com/0-87451-719-2.html"">http://www.upne.com/0-87451-719-2.html</a> <br/><br/> <a href=""http://www.dartmouth.edu/~ernesthebert/"">http://www.dartmouth.edu/~ernesthebert/</a></div>",,,,,https://francolibrary.com/archive/files/c6d95a33681a6e318f0cd3e74bf82667.jpg,Education;Family;Fiction and Literature;Keene NH;Labor History;Literary Works -- Fiction;Mills and Mill Work;Nashua NH;New Hampshire;Youth,Literary Works | Oeuvres littéraires
The Kinship : A Little More Than Kin and The Passion of Estelle Jordan,"Second and fourth novels in Hebert's Darby series, with a new essay included. From the University Press of New England: (A Little More Than Kin) ""Evicted from the New Hampshire shack he proudly called home, Ollie Jordan--ignorant, ingenious, angry, bedevilled, and doomed--pursues his independence, though bound to an idiot son he both dotes on and despises."" (The Passion of Estelle Jordan) ""The afflicted Jordan Clan of Tukerman County embraces an aging, heart-scarred woman known as the Witch, a woman whose passion decides her own fate and the fates of those who turn to her.""  
","Hebert, Ernest",,University Press of New England,1993,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/28066130"">28066130</a>",,,,,,,,,,,,224 and 210,"Lebanon, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://www.upne.com/0-87451-630-7.html"">http://www.upne.com/0-87451-630-7.html</a> <br/><br/> <a href=""http://books.google.com/books?id=mwufHiCOu98C&amp;source=gbs_navlinks_s"">The Kinship @ Google Books</a> (limited preview available here)</div>",,,,,,Alcohol and Drugs;Death and Disaster;Essay;Family;Fiction and Literature;Literary Works -- Fiction;Native Americans;New Hampshire,Literary Works | Oeuvres littéraires
Whisper My Name,"Third novel of the ""Darby Series,"" and the only installment currently out of print. From Google Books: ""Plans to build a large shopping mall in rural Darby, New Hampshire, provoke new alliances and rivalries among the town's aristocrats, newcomers, and tradespeople and within the outcast Jordan clan.""
","Hebert, Ernest",,Viking,1984,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/10915093'"">10915093</a>",,,,,,,,,,,,238,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://www.dartmouth.edu/~ernesthebert/"">http://www.dartmouth.edu/~ernesthebert/</a> <br/><br/> <a href=""http://books.google.com/books?id=GsYnxTgYZPMC&amp;q=hebert%3B+whisper+my+name&amp;dq=hebert%3B+whisper+my+name&amp;hl=en&amp;ei=e19YTP-bEMP-8AbQ3Pm4Cw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">Whisper My Name @ Google Books</a></div>",,,,,,Business and Economics;Community: Customs and Social Life;Family;Fiction and Literature;Literary Works -- Fiction;New Hampshire,Literary Works | Oeuvres littéraires
"Becoming Cajun, Becoming American : The Acadian in American Literature from Longfellow to James Lee Burke","From LSU Press: ""From antebellum times, Louisianaâ's unique multipartite society included a legal and social space for intermediary racial groups such as Acadians, Creoles, and Creoles of Color. In 'Becoming Cajun, Becoming American,' Maria Hebert-Leiter explores how American writers have portrayed Acadian culture over the past 150 years. Combining a study of Acadian literary history with an examination of Acadian ethnic history in light of recent social theories, she offers insight into the Americanization process experienced by Acadians who over time came to be known as Cajuns during the nineteenth and twentieth centuries."" 
","Hebert-Leiter, Maria",,Louisiana State University Press,2009,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/463256338"">463256338</a>",,,,,,,,,,,,200,"Baton Rouge, Louisiana",,,9.78081E+12,,,"<div class=""element-text""><a href=""http://www.lsu.edu/lsupress/bookPages/9780807134351.html"">http://www.lsu.edu/lsupress/bookPages/9780807134351.html</a> <br/><br/> <a href=""http://books.google.com/books?hl=en&amp;id=E2QZpM3XFmIC"">Becoming Cajun, Becoming American... @ Google Books</a> (limited preview available)</div>",,,,,,Acadians;Acculturation and Assimilation;Canada;Criticism and Review;Death and Disaster;Emigration and Immigration;Ethnicity and Collective Identity;Fiction and Literature;France;Gender and Sexuality;Literary Works -- Criticism and History;Louisiana;Nova Scotia;Travel and Movement;United States,Literary Works | Oeuvres littéraires
Maria Chapdelaine : A Tale of the Lake St. John Country,"Classic romance novel from 1914 about rural Québec, love of family, and the rejection of America in the name of ""la survivance.""","Heèmon, Louis",,Macmillan Books,1921,,English (traduction du français),,,,Book,"<a href=""http://www.worldcat.org/oclc/959660"">959660</a>",,,,,,,,,,,,288,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=60M0AAAAMAAJ&amp;vq=Maine&amp;source=gbs_navlinks_s"">Maria Chapdelaine @ Google Books</a> (full text available here)</div>",,,,,https://francolibrary.com/archive/files/1df52def069176555f68588e802eaa4e.jpg,Acculturation and Assimilation;Community: Customs and Social Life;Death and Disaster;Ethnicity and Collective Identity;Family;Fiction and Literature;Literary Works -- Fiction;Québec;Religion;United States,Literary Works | Oeuvres littéraires
Voix Francophones de Chez Nous : Contes et histoires : Une anthologie franco-américaine,"Une anthologie des contes et histoires franco-américaines, écrits par et pour le franco-américanie. A self-proclaimed fictional companion to the recently published Franco-American reader, ""Voyages,"" ""proclamer notre appartenance au monde littéraire francophone."" De l'avant-propos: ""...je [Beaupré] voulais bien rassembler des ouevres d'autres écrivains francophones de chez nous [Maine], surtout de la Nouvelle-Angleterre, afin de lancer une ouevre qui serait le reflet de notre vocation collective, artisans des écrits de l'imagination créatrice en francais."" ","Beaupré, Normand R.",,Llumina Press,2009,"Chabot, Grégoire;Courchesne, Michael;Dubé, Normand;Guignard, Michael;L'Heureux, Juliana;Ouellette, Cléo;Paulin, Angelbert;Péloquin, Louise",Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/463283976"">463283976</a>",,,,,,,,,,,,158,"Coral Springs, Florida",,,9.78161E+12,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/voix-francophones.html"">http://www.nrbeaupre.com/writings/voix-francophones.html</a> <br/><br/> <a href=""http://books.google.com/books?id=cdV9PgAACAAJ&amp;dq=voix+francophones+de+chez+nous&amp;hl=en&amp;ei=7aZJTOzcF8L98AaywtSEDw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Voix Francophones de Chez Nous... sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/a5b0245ac76591ad3ed791130074955d.jpg,Biddeford ME;Boston MA;Brunswick ME;Community: Customs and Social Life;Emigration and Immigration;Essay;Fall River MA;Family;Fiction and Literature;Fort Kent ME;Lewiston ME;Limerick ME;Literary Works -- Anthology;Maine;Manchester NH;Merrimack River Valley;Mexico;Montréal QC;New England;Poetry;Québec;Religion;Youth,Literary Works | Oeuvres littéraires
A? Tour de Rôle : Neuf piièces en un acte,"From Robert L. Paris' introduction to the text:""'A? Tour de Rôle' is a collection of nine original dramatic skits in French, of twenty to forty-five minutes duration each.  These skits can be used in bilingual classes at the secondary level and above. They are expecially appropriate for extracurricular use with general audiences also. The skits are generally light in tone, humorous and even satirical. Characters and plots also present serious concerns from time to time. Everything revolves around the issues of personal and ethnic identity, values and communication patterns, cross-cultural conflicts, socio-cultural awareness or the lack of it from both historical and contemporary perspectives."" ""The general objectives are (a) to provide the reader with the historical/cultural information about Franco-Americans as an ethnic group and as individuals; (b) to provide the reader with information relating to Franco-American self-identity and life values; (c) to provide the reader with certain role-models of Franco-American life to be criticized; (d) to identify some of the significant elements in various life situations which may be problematical for Franco-Americans in contemporary society and to raise questions and issues related there-to; (e) to foster some positive attitudes toward the cause and quality of the Franco-American heritage; (f) to reinforce the communication skills of the reader."" The publication contains the following pieces: ""Le matin dans un mirroir"" and ""Les aiguilles de la pendule"" (Normand C. Dube), ""Le testament,"" ""La crise de l'huile,"" and ""Minuit, Chretiens!"" ""La belle-mere,"" and ""Le revenant"" (Renaud S. Albert), ""Les trois anges"" (Paul Pare), and ""Mathias Barnabe"" (Gregoire Chabot).","Albert, Renaud S.;Chabot, Gregoire ;Dube, Normand C.;Pare, Paul",,National Materials Development Center,1980,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/9170217"">9170217</a>",,,,,,,,,,,,204,"Bedford, New Hampshire",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=6jP4RAAACAAJ&amp;dq=a+tour+de+role+neuf+pieces+en+un+acte&amp;hl=en&amp;ei=r3pQTPflOcGC8gba4oCMAQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">À Tour de Rôle... sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/4e74c9706542603010b4d663dc6f647e.jpg,Children's Literature;Education;Family;Language and Linguistics;Literary Works -- Children's Literature;Literary Works -- Drama;Performing Arts;Religion;Youth,Literary Works | Oeuvres littéraires
The Ballads of Bourbonnais,"Folkloric ballads written in the Illinois French vernacular of the early 20th century.The introduction reads, ""the ballads of Bourbonnais were written in the hope of preserving, if possible, the dialect of the Illinois French-Canadian.""","Amsbary, Wallace Bruce",Full text,The Bobbs-Merrill Company,1904,,en; fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/1497192"">1497192</a>",20th century; Illinois,,,,,,,,,,,181,"Indianapolis, Indiana",,,,,,"<div class=""element-text""><a href=""http://catalog.hathitrust.org/Record/009610903"">The Ballads of Bourbonnais...</a> @ HathiTrust</div>;<div class=""element-text""><a href=""http://pds.lib.harvard.edu/pds/view/4677195"">http://pds.lib.harvard.edu/pds/view/4677195</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?id=M380AAAAMAAJ"">The Ballads of Bourbonnais...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/8e4a1ba2448d25db7de4b90bb2b83310.jpg,Bourbonnais IL;Exploration and Colonization;Folklore;Fur-trading;Kankakee County IL;L'Arable IL;Language and Linguistics;Literary Works;Literary Works -- Poetry;Manteno IL;Momence IL;Montréal QC;Nonfiction -- French in North America;Papineau IL;Religion;St. George IL;Ste. Anne IL;Ste. Marie IL,Literary Works | Oeuvres littéraires
"French Class : French Canadian-American Writings on Identity, Culture, and Place","A selection of various literatures from Franco-American New England writers. From the Introduction: ""In these poems and essays we have four people, artists, holding the threads of a fading ethnic subculture and tying the ends tightly to the fabric of their contemporary lives -- lives saturated by the mass pop culture of late twentieth-century America."" ","April, Susan;Brouillette, Paul;Marion, Paul;St. Onge, Marie Louise",Preview,Loom Press,1999,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/40471565"">40471565</a>",,,,,,,,,,,,50,"Lowell, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://www.loompress.com"">http://www.loompress.com</a> <br/><br/> <a href=""http://books.google.com/books?id=k4pKPQAACAAJ&amp;dq=april,+susan%3B+french+class&amp;hl=en&amp;ei=ZIgfTJv-LMT48AaXiJiWDA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=5&amp;ved=0CEUQ6AEwBA"">French Class... @ Google Books</a></div>",,,,,,Dracut MA;Essay;Family;Fiction and Literature;Food;Labor History;Language and Linguistics;Literary Works -- Anthology;Lowell MA;Merrimack River Valley;Mills and Mill Work;Personal History: Biography and Oral History;Poetry,Literary Works | Oeuvres littéraires
Mill Village,"Early twentieth-centuy novel about a French-Canadian family's immigration to a New England mill town. The author - Archambault - says, ""this story is the story of any mill village in New England between 1870 and the present time [1943]. The author has no particular village in mind."" ","Archambault, Alberic A.",,"Bruce Humphries, Incorporated",1943,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/2414523"">2414523</a>",,,,,,,,,,,,191,"Boston, Massachusetts",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=QJk0AAAAMAAJ&amp;q=mill+village%3B+archambault&amp;dq=mill+village%3B+archambault&amp;cd=1"">Mill Village @ Google Books</a></div>",,,,,,Burlington VT;Community: Customs and Social Life;Connecticut;Death and Disaster;Education;Emigration and Immigration;Fiction and Literature;Literary Works -- Fiction;New England;Pawtucket RI;Providence RI;Québec;Religion;St. Albans VT;Worcester MA,Literary Works | Oeuvres littéraires
Vermont : Rural Rhymes of a Native Son,"Book of poetry from the Vermont author of ""A French-Canadian Cookbook"" and many other small books about New England. ","Asselin, E. Donald",,Vantage Press,1954,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/13855620"">13855620</a>",,,,,,,,,,,,113,"New York, New York",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=XaA0GwAACAAJ"">Vermont: Rural Rhymes... @ Google Books</a></div>",,,,,,Farming and Agriculture;Forestry;Literary Works -- Poetry;New England;Poetry;Vermont,Literary Works | Oeuvres littéraires
Literature Suppressed on Religious Grounds,"Large collection of profiles of different works of literature, including Grace Metalious' ""Peyton Place."" From Infobase Publishing: ""'Literature Suppressed on Religious Grounds, Revised Edition' profiles the censorship of many such essential works of literature. The entries new to this edition include extensive coverage of the Harry Potter series, which has been frequently banned in the United States on the grounds that it promotes witchcraft, as well as entries on two popular textbook series, 'The Witches,' by Roald Dahl, 'Women Without Men: A Novel of Modern Iran,' and more. Also included are updates to such entries as 'The Satanic Verses' by Salman Rushdie and 'On the Origin of Species,' by Charles Darwin."" ","Bald, Margaret",,Infobase Publishing,2006,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/38218731"">38218731</a>",,,,,,,,,,,,464,"New York, New York",,,9.78082E+12,,,"<div class=""element-text""><a href=""http://www.infobasepublishing.com/Series.aspx?SeriesISBN=067791&amp;tab=BookTitles"">http://www.infobasepublishing.com/Series.aspx?SeriesISBN=067791&amp;tab=BookTitles</a> <br/><br/> <a href=""http://books.google.com/books?id=SMiqYHR6xkMC&amp;printsec=frontcover&amp;dq=bald;+literature+suppressed+on+religious&amp;hl=en&amp;ei=HopATYXrPMT6lwf5rbX0Ag&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">Literature Suppressed on Religious Grounds... @ Google Books</a> (limited preview available here)</div>",,,,,,Bibliography;Fiction and Literature;Government and Politics;Literary Works -- Criticism and History;Religion;Social History;United States,Literary Works | Oeuvres littéraires
Jeanne la fileuse : épisode de l'émigration franco-canadienne aux états-Unis,"Un texte éssentiel à  la collection de la littérature franco-américaine du 19e siiècle. Un conte d'émigration du Canada à  la Nouvelle-Angleterre avant l'année 1900. Ecrit par l'ancien maire de Montréal, et l'auteur d'un nombre de contes français. ","Beaugrand, Honoré",Read/Lire: FULL TEXT / TEXTE INTEGRAL,Fiske & Munro;National Materials Development Center,1878,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/8517304"">8517304</a>",19e siiècle; Québec; Nouvelle-Angleterre,,,,,,,,,,,330,"Fall River, Massachusetts",,,9.78276E+12,,,"<div class=""element-text""><a href=""http://www.gutenberg.org/etext/14536"">http://www.gutenberg.org/etext/14536</a><br/></div>;<div class=""element-text""><a href=""http://books.google.com/books?id=8N0OAAAAYAAJ&amp;source=gbs_navlinks_s"">Jeanne la fileuse... sur Google Books</a><br/></div>",,,,,https://francolibrary.com/archive/files/ba3d695866c930f99eeec1548318fc35.jpg,Boston MA;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Family;Fiction and Literature;Gender and Sexuality;Literary Works -- Fiction;Mills and Mill Work;Montréal QC;Nashua NH;New England;Québec;Religion;United States;Vermont,Literary Works | Oeuvres littéraires
Un reêve québécois,"The back cover of the text reads: ""'A Québécois Dream' is a nightmare vision of what happens to a man who is dispossessed, impotent, afraid and filled with rage. Joseph-David-Barthélémy Dupuis takes grotesque war measures against his estranged wife while the 'October Crisis' goes on beyond the doors of his apartment in north Montréal. He may be hallucinating, but the nightmare of violence is no less real, either inside his head or out.""","Beaulieu, Victor-Lévy",,"Exile Editions, Ltd.",1978,,Français (English translation available),,,,Book,"<a href=""http://www.worldcat.org/oclc/5982692"">5982692</a>;<a href=""http://www.worldcat.org/oclc/184816014"">184816014</a>",,,,,,,,,,,,102,"Montréal, Québec",,,9.78092E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=mmcnAAAAMAAJ&amp;q=un+reve+quebecois&amp;dq=un+reve+quebecois&amp;hl=en&amp;ei=GJFATYWhLIL7lwfwscCdAw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">Un reÌ‚ve queÌbeÌcois sur Google Books</a> <br/><br/> <a href=""http://books.google.com/books?id=pfwfDaiLaUMC"">A Québécois Dream @ Google Books</a></div>",,,,,,Alcohol and Drugs;Canada;Death and Disaster;Ethnicity and Collective Identity;Fiction and Literature;Government and Politics;Literary Works -- Fiction;Montréal QC;Québec;Violence,Literary Works | Oeuvres littéraires
The Man with the Easel of Horn: The Life and Works of Émile Friant,"From the author: ""This novel can be seen as a companion work to Beaupré's recent publication on Van Gogh. Both are based on the historical and aesthetic facts surrounding the lives of the two artists, Van Gogh in Arles and Friant in the Alsace-Lorraine region, as well as Paris. The novel incorporates the following elements: Friant's many paintings well described, the Parisian ateliers, photography as a tool for painting, the Grand Salon, the literary life of Friant's times, the 1889 World's Fair, and the close relationship with the best French actor of his day, Bernard Coquelin, and the Franco-Prussian War as well as WWI. Moreover, as a novel, we encounter a seduction scene on the part of a young woman, a difficult friendship with an Italian man who tries to teach the artist the notion of sensuousness, the struggle with the concept of infinity on the part of the creative self in èmile Friant, and a professional relationship with the artist, John Singer Sargent.""","Beaupré, Norman",,Llumina Press,2010,,English,,,,Book,,,,,,,,,,,,,378,"Coral Springs, Florida",,,,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/easel-of-horn.html"">http://www.nrbeaupre.com/writings/easel-of-horn.html</a></div>",,,,,https://francolibrary.com/archive/files/056fe6ac71aad99b2378a4a4af411bb2.jpg,Art and Architecture;Fiction and Literature;France;Literary Works -- Fiction;Personal History: Biography and Oral History,Literary Works | Oeuvres littéraires
"Deux Femmes, Deux Rêves","De Llumina Press: ""...l'histoire de sa [Beaupré] grand-mere maternelle venue du Québec avec son mari et leurs dix enfants pour prendre demeure aux Etats-Unis dans un village du New Hampshire.""","Beaupré, Norman",,Llumina Press,2005,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/145498315"">145498315</a>",,,,,,,,,,,,271,"Coral Springs, Florida",,,1595261192,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#deuxfemmes"">http://www.nrbeaupre.com/writings.html#deuxfemmes</a> <br/><br/> <a href=""http://books.google.com/books?id=ef10bBuyWRYC&amp;dq=deux+femmes,+deux+reves&amp;source=gbs_navlinks_s"">Deux Femmes, Deux Rêves sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/6e95a3bd225c2f10515c06f8ace9e153.jpg,Emigration and Immigration;Family;Fiction and Literature;Labor History;Literary Works -- Fiction;New England;Portland ME;Québec;Social History,Literary Works | Oeuvres littéraires
"La Souillonne, Deusse: Monologue sur sciène","From the author's website: ""The dramatic monologue, La Souillonne, was such a tremendous success for its author, Norman Beaupré, that it prompted a friend of his to say, 'There must be a follow-up to this.' The author replied that he had not thought about it and that he did not think he had enough material in his creative imagination to write a sequel. However, after seeing the performance of the play twice at the Franco-American Heritage Center in Lewiston and seeing it again in Lamièque, New Brunswick this past summer performed to a sell-out crowd, he began to sift ideas in his mind especially once he heard sea stories by the performer, Marie Cormier's brother, Angelbert Paulin who had caught fish and crabs out in the open seas for some forty years. Beaupré now had at his disposition some materials about Acadians and the sea. He then set out to line up other topics such as, the snoops [les écornifleuses], the famished and the tell-it-alls [les défoncés et les paniers parcés], WWII and the ration [la ration et la guerre], the melting pot, the shoe shops, odd people [les gens de travers], old habits [les accoutumances] and our way of speaking [le parlement de not'e monde].""","Beaupré, Norman",,Llumina Press,2008,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/251338043"">251338043</a>",,,,,,,,,,,,209,"Coral Springs, Florida",,,9.7816E+12,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/la-souillonne-deusse.html"">http://www.nrbeaupre.com/writings/la-souillonne-deusse.html</a> <br/><br/> <a href=""http://books.google.com/books?id=_oWQPQAACAAJ&amp;dq=beaupre%3B+la+souillonne,+deusse&amp;hl=en&amp;ei=aM6tTKryLIT48Ab95fzdBA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">La Souillonne, Deusse... sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/d9a6387da2a63f198afc4e0c7f71b10b.jpg,Community: Customs and Social Life;Ethnicity and Collective Identity;Fiction and Literature;Gender and Sexuality;Literary Works -- Fiction;Maine;Mills and Mill Work;Performing Arts,Literary Works | Oeuvres littéraires
La Souillonne: Monologue sur sciène,"A monologue on life and love, written in the French vernacular of Biddeford, Maine. Based on a Southern Maine character from an earlier of Beaupré's novels, ""Le Petit Mangeur de Fleurs"" (1999). De Llumina Press: ""[La Souillonne] se 'debourre le couer,' comme on dit dans sa langue populaire qui est celle des Franco-Americains, et elle exprime, de cette facon, vertement sa vision du monde.""","Beaupré, Norman",,Llumina Press,2006,,Français (English translation available),,,,Book,"<a href=""http://www.worldcat.org/oclc/122931605"">122931605</a>",,,,,,,,,,,,165,"Coral Springs, Florida",,,1595265554,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#lasouillonne"">http://www.nrbeaupre.com/writings.html#lasouillonne</a> <br/><br/> <a href=""http://books.google.com/books?id=RNfkAAAACAAJ&amp;dq=la+souillonne&amp;hl=en&amp;ei=bKcjTOWvAcG78gaSg92YBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">La Souillone... sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/133f300913fb91c3d8f55622fd206abd.jpg,Community: Customs and Social Life;Family;Fiction and Literature;Folklore;Gender and Sexuality;Literary Works -- Fiction;Maine;Mills and Mill Work,Literary Works | Oeuvres littéraires
