title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Si je comprends bien... (If I Really Understand...),"A documentary that captures sentiments toward francophone cultures between France, Quebec, and New England in the context of Quebec's 1980 sovereignty referendum. From WorldCat: ""Features interviews with French Canadians and Franco-Americans about the importance of keeping the French language alive in New England and how Franco-Americans are in danger of losing their identity if they do not.""","Levine, Ben (director)",,,1980,,English and français,,,,Film,"<a href=""http://www.worldcat.org/oclc/56624171"">56624171</a>","1980, New England, Quebec",Documentary,Ben Levine Television,,,,English and français,,,,50 min.,,,,,,,,,,,,,,Acculturation and Assimilation;Ethnicity and Collective Identity;Government and Politics;Language and Linguistics;Lewiston ME;Maine;New England;Québec,Audio & Video
Maine Watch with Jennifer Rooks: Franco-Americans in Photos,"Maine Public Broadcasting Network television show focusing on news, events, and people important to the state of Maine. Here, part two of a three-part episode. ""Franco-Americans in Photos"" is an interview with journalist Dyke Hendrickson, author of the book ""Quiet Presence"" (1980), on his more recent publication entitled ""Franco-Americans of Maine,"" a cultural photo history.
","Austin, Mark D. (director)",,,2010 June 24,"Rooks, Jennifer (host)",English,,,,TV Broadcast,,"20th century, Maine",,,,,,,MPBN,,,00:27:28,,"Portland, Maine",,,,,,"<div class=""element-text""><a href=""http://video.mpbn.net/video/1531284767/"">http://video.mpbn.net/video/1531284767/</a></div>",,,,,https://francolibrary.com/archive/files/7ad1c715a639664b5e6f15f173cf432a.jpg,Biddeford ME;Ethnicity and Collective Identity;Lewiston ME;Madawaska ME;Maine;Personal History: Biography and Oral History;Raymond ME;Religion;Waterville ME,Audio & Video
Roughing the Uppers : The Great Shoe Strike of 1937,"From the Lewiston Sun Journal: ""The documentary tells the story of a strike that involved thousands of shoe workers and more than a dozen factories in Lewiston and Auburn [Maine]. Seeking higher wages and recognition of their union affiliation with the newly formed Congress of Industrial Organizations, the largely Franco-American workers called for a strike on March 24, 1937, during a mass meeting at Lewiston's city hall.""","Branham, Robert J. ;Francoeur, Lynn ;Surkis, William D. ",,,1992,,English,,,,Film,"<a href=""http://www.worldcat.org/oclc/28185042"">28185042</a>",,Documentary,,,,,,,,,00:55:00,,,,,,,,"<div class=""element-text""><a href=""http://oldfilm.org/content/roughing-uppers-great-shoe-strike-1937"">http://oldfilm.org/content/roughing-uppers-great-shoe-strike-1937</a> <br/><br/> <a href=""http://news.google.com/newspapers?nid=1914&amp;dat=19931108&amp;id=JGAgAAAAIBAJ&amp;sjid=pWUFAAAAIBAJ&amp;pg=1170,1589856"">http://news.google.com/newspapers?nid=1914&amp;dat=19931108&amp;id=JGAgAAAAIBAJ&amp;sjid=pWUFAAAAIBAJ&amp;pg=1170,1589856</a></div>",,,,,,Auburn ME;Death and Disaster;Film and Television;Labor History;Lewiston ME;Mills and Mill Work;Personal History: Biography and Oral History;Social History;Violence,Audio & Video
"ZONE LIBRE: Les Franco-Américains
du Maine","Du Radio-Canada: ""[Ici] Jean-Michel Leprince et Pierre Devroede ont rencontré des Franco-Américains de la communauté de Waterville, dans le Maine, qui réapprennent à  parler français.""","Leprince, Jean-Michel;Devroede, Pierre",,,2001 septembre 7,,Français,,,,Audio,,,,,,,,Français,,,,,,"Waterville, Maine",,,,,,"<div class=""element-text""><a href=""http://www.radio-canada.ca/actualite/zonelibre/01-09/franco.html"">http://www.radio-canada.ca/actualite/zonelibre/01-09/franco.html</a></div>",,,,,https://francolibrary.com/archive/files/816497246f1226fce6be61f58f289b43.gif,Death and Disaster;Emigration and Immigration;Family;Language and Linguistics;New England;Québec;Waterville ME,Audio & Video
Réveil...Waking Up French,"Documentary film about Franco American culture and language in New England. Press release from Watching Place Productions: ""Explores the struggle for cultural survival among the French-Canadian, Franco-American communities of New England. It reveals the importance of history and heritage understanding and demonstrates how languages can be reacquired for personal and community renewal.""","Levine, Ben (director)",,,2003,,"English, with some français",,,,Moving Image,"<a href=""http://www.worldcat.org/oclc/64637065"">64637065</a>","20th century, New England",Documentary,Watching Place Productions,,,,,,,,,,,,,,,,"<div class=""element-text""><a href=""http://www.wakingupfrench.com"">http://www.wakingupfrench.com</a></div>",,,,,https://francolibrary.com/archive/files/011b419d61c832b15e5b8f32deec0083.jpg,Acculturation and Assimilation;Augusta ME;Community: Customs and Social Life;Ethnicity and Collective Identity;La Beauce QC;Language and Linguistics;Lewiston ME;Madawaska ME;Music;Religion;Social History;Waterville ME;Woonsocket RI;Youth,Audio & Video
John Dufresne's Requiem Mass,"Georgia Public Broadcasting radio interview of Worcester, Massachusetts native John Dufresne on the occasion of his new novel, ""Requiem, Mass."" Discussion about the novel's characters and setting, Dufresne's ideas about autobiographical writing and writing in general, as well as some aspects of the author's Catholicism. At the end of the interview, Dufresne reads a passage from the novel (p. 168).","Freeman, Jesse (interviewer)",Listen: PODCAST,,2009 January 23,"Dufresne, John",English,,,Streaming audio,Audio Recording,"<a href=""http://www.worldcat.org/oclc/181139334"">181139334</a>",,,,,,,,,Mp3,,00:29:00,,Georgia,,,,,,"<div class=""element-text""><a href=""http://covertocover.podbean.com/2009/01/25/john-dufresne-requiem-mass/"">http://covertocover.podbean.com/2009/01/25/john-dufresne-requiem-mass/</a> <br/><br/> <a href=""http://gpbcovertocover.blogspot.com/2009/01/john-dufresnes-requiem-mass.html"">http://gpbcovertocover.blogspot.com/2009/01/john-dufresnes-requiem-mass.html</a></div>",,,,,https://francolibrary.com/archive/files/1dd9f4d9b2c603838360b8bd7ce7ae44.jpg,Audio;Criticism and Review;Fiction and Literature;Georgia;Personal History: Biography and Oral History;Worcester MA,Audio & Video
My Brother the Murderer,"Online feature entitled ""What happens when the world finds out that God is dead?: Ron Currie, Jr. reads from his novel."" The feature is a link to the author's reading of the chapter ""My Brother the Murderer"" from his novel titled ""God is Dead"" (2007). In this piece, a man faces public and private alienation for the abominable actions of his brother now locked away in an Augusta, Maine mental hospital.","Currie, Ron, Jr.",Listen: AUDIO,,2009 Spring,,English,,,Streaming audio,Audio Recording,"<a href=""http://www.worldcat.org/oclc/74460731"">74460731</a>",,,,,,,,,WAV,,00:27:39,,,,,,,Bosphorus Art Project Quarterly,"<div class=""element-text""><a href=""http://www.bapq.net/spring-09/feature_ron-currie_reads.asp"">http://www.bapq.net/spring-09/feature_ron-currie_reads.asp</a> (full audio available)</div>",4,,,,,Augusta ME;Death and Disaster;Family;Gender and Sexuality;Maine;Violence;Waterville ME,Audio & Video
Les objectifs de Paul LePage à  titre de gouverneur du Maine,"Une vidéo des nouvelles sur le début de l'administration du gouverneur Paul Lepage dans l'État du Maine, et certains de ses visions pour l'avenir de l'Etat.","L'Italien, Rosaire",,,2011 janvier 5,,Français,,,,TV Broadcast,,"2011, Maine",,,,,,,RDI,,,00:06:38,,Canada,,,,,,"<div class=""element-text""><a href=""http://www.radio-canada.ca/regions/atlantique/2011/01/05/003-paul-lepage-serment.shtml#"">http://www.radio-canada.ca/regions/atlantique/2011/01/05/003-paul-lepage-serment.shtml#</a></div>",,,,,https://francolibrary.com/archive/files/36e1e144b7349f2213ef721c7237eff7.jpg,Augusta ME;Ethnicity and Collective Identity;Government and Politics;Maine;Waterville ME,Audio & Video
"Quittons Pour Mieux Vivre, Let's Leave for a Better Life : A Story of Franco-Americans in Maine","Dramatic student portrayal of French Canadian immigration to Maine at the beginning of the twentieth century. Contains scenes of family life in Quebec, dramatic reenactment of work in the mills of Maine, prayer and party in the United States, and various music and dance. Film adaptation of a stage production.","Hyde School;Brunswick High School;Searles, James (project director);Tibbetts, Michelle (student project director);Best, Calvin (student project director)",,,1980,,English and français,,,,Film,"<a href=""http://www.worldcat.org/oclc/63898970"">63898970</a>","1920, Maine",Documentary,,"Fuller, David",,,,,,,00:30:00,,,,,,,,"<div class=""element-text""><a href=""http://www.maine.gov/msl/libs/media/subjects/mshist.htm"">http://www.maine.gov/msl/libs/media/subjects/mshist.htm</a></div>",,,,,https://francolibrary.com/archive/files/6c5f04a9525fb711776a7c3a4324bae7.jpg,Canada;Community: Customs and Social Life;Education;Emigration and Immigration;Ethnicity and Collective Identity;Film and Television;Maine;Mills and Mill Work;Music;Performing Arts;Québec;Social History;Youth,Audio & Video
Milltown,"Theatrical portrayal of a girl seeing her ancestors in their belongings, their letters, and the mills in which they worked. Reenactment of life in the Amoskeag mill complex in Manchester, New Hampshire. Many video clips and photos of that same complex, much of which has since been demolished. From WorldCat: "" From WorldCat: ""Essai cinématographique de style impressionniste sur l'immigration et la vie des franco-canadiens dans les petites villes du textile de la Nouvelle-Angleterre durant les années 1880-1930, aè partir de l'exemple de Manchester, au New Hampshire. Illustration d'objets et de photos d'époque. Regard sur la démolition des entrepoêts et des filatures actuellement en cours. Film sans commentaire.""	","Perreault, Denise Arel ;Samson, Gary ",,,1977,,English and français,,,,Film,"<a href=""http://www.worldcat.org/oclc/77159416"">77159416</a>","1970s, Manchester, New Hampshire",Experimental,,,,,,,,,00:10:00,,,,,,,,,,,,,,Emigration and Immigration;Ethnicity and Collective Identity;Film and Television;Labor History;Manchester NH;Mills and Mill Work;New England;Québec;Social History,Audio & Video
Acadian Home Cooking : At Mom's Apron Strings,"Oral interview with the owner of Café de le Place in Madawaska, Maine. The role of food in his family life and historically in the lives of the Acadians of the St. John River Valley. Some descriptions of famous Acadian dishes. Recorded in the Story Bank mobile recording studio at the 2009 American Folk Festival in Bangor, Maine. Presented in video montage form: interview audio with pictures of the interviewee, his family, and his work.","Corbin, Michael;Rosenthal, Rob",,,2009 March 5,,English and français,,,,Audio Recording,,"2009, Bangor, Madawaska, Maine",,,,,,,,,,00:04:07,,"Bangor, Maine",,,,,,"<div class=""element-text""><a href=""http://storybankmaine.org/2009/03/05/acadian-chef-michael-corbin/"">http://storybankmaine.org/2009/03/05/acadian-chef-michael-corbin/</a></div>",,,,,https://francolibrary.com/archive/files/81338ba44ed326a2d957d7e7f799c9fb.jpg,Acadians;Bangor ME;Community: Customs and Social Life;Ethnicity and Collective Identity;Family;Food;Grand Isle ME;Madawaska ME;Personal History: Biography and Oral History;St. John River Valley,Audio & Video
Growing Up Franco In Lewiston,"Oral interview with a woman recalling her youth and family in Lewiston, Maine. Her memories of the pervasiveness of French language and culture in the first half of the twentieth century, and her thoughts on the decline of French language and community. Recollections of her family's Catholic piety. The ways in which French language and Franco American culture remain part of her adult life. Recorded in the Story Bank mobile recording studio at the 2009 American Folk Festival in Bangor, Maine.","Lothian, Mona",,,2009 November 12,"Rosenthal, Rob;Mundell, Kathleen;Lockhart, Jessica",English,,,Streaming Audio ,Audio Recording,,"20th century and 21st century, Bangor, Lewiston, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,,"<div class=""element-text""><a href=""http://storybankmaine.org/2009/11/12/growing-up-franco-in-lewiston/"">http://storybankmaine.org/2009/11/12/growing-up-franco-in-lewiston/</a></div>",,,,,https://francolibrary.com/archive/files/0c3fe9d6420a3a4fa32f3ac33f6da25e.jpg,Acculturation and Assimilation;Bangor ME;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Food;Language and Linguistics;Lewiston ME;Mills and Mill Work;Personal History: Biography and Oral History;Religion,Audio & Video
Hot Lunch : In the Kitchen at Biddeford High School,"Audio recording of kitchen and cafeteria workers of Biddeford High School in Biddeford, Maine, accompanied by a video photo montage. Brief interviews during the workday and short profiles of the kitchen staff.","Dilling, Audrey;Lovell, Catherine (photography)",Watch: SLIDESHOW w/ AUDIO,,2010 February,,English,,,,Video Recording,,"2009; Biddeford, Maine",,,,,,,,,,00:04:10,,"Biddeford, Maine",,,,,,"<div class=""element-text""><a href=""http://www.vimeo.com/9717261"">http://www.vimeo.com/9717261</a> <br/><br/> <a href=""http://www.audreydilling.com/about/"">http://www.audreydilling.com/about/</a></div>",,,,,https://francolibrary.com/archive/files/50154d580aacbf745cd6dec2940aaf47.JPG,Biddeford ME;Community: Customs and Social Life;Education;Food;Labor History;Personal History: Biography and Oral History;Social History;Youth,Audio & Video
Hot Lunch,"Documentary radio piece on the cooks and servers - the ""lunch ladies"" - in the kitchen at Biddeford High School in Biddeford, Maine. How their work often transcends food service and their relationships with students become compassionate and somewhat parental. This recording is a student project of the SALT Institute in Portland, Maine. Broadcast by New Hampshire Public Radio on the program ""Word of Mouth,"" January 7, 2010.","Dilling, Audrey",,,2009 Fall,,English,,,,Audio Recording,,"2009, Biddeford, Maine",,,,,,,,,,00:05:11,,"Biddeford, Maine",,,,,,"<div class=""element-text""><a href=""http://www.salt.edu/studentwork/radio/?studentwork_id=26"">http://www.salt.edu/studentwork/radio/?studentwork_id=26</a> <br/><br/> <a href=""http://www.nhpr.org/node/28576"">http://www.nhpr.org/node/28576</a> <br/><br/> <a href=""http://www.audreydilling.com/about/"">http://www.audreydilling.com/about/</a></div>",,,,,,Biddeford ME;Community: Customs and Social Life;Education;Food;Labor History;Personal History: Biography and Oral History;Social History;Youth,Audio & Video
"No Praise, No Blame, Just So","Radio documentary piece on the violent invasion of the Waterville, Maine, convent of the Servants of the Blessed Sacrament in 1996. The death of two nuns, the recollections of surviving sisters, and how their community has chosen to live and express its forgiveness for the man at fault. This recording is a student project of the SALT Institute in Portland, Maine. Aired by National Public Radio on November 17, 2008, and now available at npr.org.","Alpert, Jessica ",,,2008 Spring,,English,,,,Audio Recording,,"2008, Waterville, Maine",,,,,,,,,,00:07:43,,"Waterville, Maine",,,,,,"<div class=""element-text""><a href=""http://www.salt.edu/studentwork/radio/?studentwork_id=4""> <br/><br/> </a><a href=""http://www.npr.org/templates/story/story.php?storyId=97092716"">http://www.npr.org/templates/story/story.php?storyId=97092716</a></div>",,,,,,Community: Customs and Social Life;Death and Disaster;Family;Religion;Rome IT;Violence;Waterville ME,Audio & Video
FAROG Group : Québékiss discussion,"Recording of a 1973 FAROG (Franco-American Resource Opportunity Group) student meeting at the University of Maine at Orono. Beginning in the early 1970s, the group would meet on a regular basis and, among other things, involve themselves in exploratory discussion. This particular meeting begins with a reflection on the song entitled ""Québékiss,"" and turns into an exploration of identity, of college, and of ideas about ""freedom.""","Labbé, Yvon A. ",,,1973,"Bolduc, Claire;Colin, Cécile;Dodge, Elizabeth Ardoin;Michaud, Maxine;Roberge, Céleste ;Violette, Mark","English, with some français",,,,Video Recording,,"1973, Orono, Maine",,,,,,,,,,ca. 60 mins.,,"Orono, Maine",,,,,,"<div class=""element-text""><a href=""http://www.francoamerican.org/home.php"">http://www.francoamerican.org/home.php</a></div>",,,,,,Education;Ethnicity and Collective Identity;Language and Linguistics;Music;Orono ME,Audio & Video
Reflets et lumieère : Porte ouverte sur la communauté de Old Town,"Second episode in a public broadcasting documentary series on Franco Americans in Maine at the beginning of the 1980s. Composed of two major segments. In the first segment, a video essay entitled ""Bells and Whistles,"" Eugene Paradis guides viewers through the history of Old Town, Maine, up to the present. The second segment is a closer look into the French Island community of Old Town. Both segments are introduced in French with English subtitles, while the segments themselves are mostly in English with portions of subtitled French conversation. The program is followed by a brief reaction by French-speaking puppets, ""Patate"" et ""Pitune.""","Greenman, John",,,1981,"Sorg, Marcella ;Labbé, Yvon ;Pelletier, Raymond ;Paradis, Eugene ;Yvon, Bernard ;Gallagher, Jim ;Bolduc, Claire ",English and français,,,,TV Broadcast,,"1980s, Old Town, Maine",,,"Greenman, John ","Duplessis, Ludger (co-host);Duplessis, Steffan (co-host)",2,English and français,Maine Public Broadcasting Network (MPBN),,,,,,,,,,,,,,,,https://francolibrary.com/archive/files/a9859ff2f34f3bcc9ba8d0a4addec64f.jpg,Acculturation and Assimilation;Bradley ME;Community: Customs and Social Life;Education;Family;Forestry;French Island ME;Labor History;Language and Linguistics;Milford ME;Mills and Mill Work;Native Americans;Old Town ME;Religion;Social History;Youth,Audio & Video
"Ron Currie, Jr. discusses Everything Matters!","Waterville, Maine, writer, Ron Currie, Jr., discusses his book ""Everything Matters!,"" his life, and his writing, and takes questions from Duke University's class of 2014. Currie's novel was chosen to be read and discussed by the entire first-year class at Duke.",Duke Alumni Association,Watch: VIDEO,,2010 August 31,Duke Alumni Association,English,,,Streaming Video ,Video Recording,,"2010; Durham, North Carolina",,,,,,,,,,00:51:07,,"Durham, North Carolina",,,,,,"<div class=""element-text""><a href=""http://www.youtube.com/watch?v=R_461JCPEus&amp;feature=youtube_gdata_player"">http://www.youtube.com/watch?v=R_461JCPEus&amp;feature=youtube_gdata_player</a></div>",,,,,,Education;Fiction and Literature;Maine;North Carolina;Personal History: Biography and Oral History;Waterville ME,Audio & Video
Speaking in Tongues,"Documentary film on multilingual and multicultural education in the United States. The personal, social, and political implications of teaching in languages other than English, and the complex realities of immigrant families' hopes for their children's education. Set in California, in the context of various states considering ""English only"" legislation. Considers the developmental benefits of multilingual youth education. From PatchWork Productions: ""In a time where 31 states have passed English Only initiatives, one urban school district is exploring the provocative notion that speaking a foreign language can be a national asset. We follow four diverse students and their families as they encounter the challenges and delights of becoming fluent in two languages. As we witness their journey, we see how speaking more than one language changes them, their families, their communities, and maybe even the world.""","Jarmel, Marcia;Schneider, Ken",,,2010,,English (Spanish and Chinese audio and subtitles),,,,Film,"<a href=""http://www.worldcat.org/oclc/435619912"">435619912</a>","2010, California, United States",Documentary,PatchWorks Productions,,,,,,,,00:57:00,,,,,,,,"<div class=""element-text""><a href=""http://speakingintonguesfilm.info"">http://speakingintonguesfilm.info</a> (see film trailer here)</div>",,,,,https://francolibrary.com/archive/files/8b0b3848eeaf574974d2107aa327a608.JPG,California;Demography;Education;Film and Television;Government and Politics;Language and Linguistics;San Francisco CA;United States,Audio & Video
Chantons--Let's Sing [in French & English] : Traditional French Songs,"Audio recording of 14 French songs performed in both French and English and accompanied by fiddle. Partnered with a song book containing sheet music, lyrics, lyric translations, and storied introductions to each song. Book concludes with some suggestions for incorporating its music into school lessons, in particular a curriculum designed for use under the provisions of the Maine Learning Results.","Parent, Michael (vocals);Boardman, Greg (fiddle)",,,1999,,Français and English,,,,Audio Recording,"<a href=""http://www.worldcat.org/oclc/671673224"">671673224</a>",,,,,,,,,CD,,00:34:48,16,"Lewiston, Maine",L/A Arts,,,,,"<div class=""element-text""><a href=""http://www.michaelparentstorytelling.com/michaelparent_audio.html"">http://www.michaelparentstorytelling.com/michaelparent_audio.html</a></div>",,,,,https://francolibrary.com/archive/files/ba19992b140edf28a506c80638c03654.jpg,Acadians;Community: Customs and Social Life;Education;Language and Linguistics;Lewiston ME;Music,Audio & Video
Chants Populaires des Franco-Américains,"Un recueil des chansons langue française (de France, Canada, et les Etats-Unis) publié par un société fraternelle franco-américain pour les Franco-Américains de la Nouvelle-Angleterre. Un hommage à  la musique traditionnelle française en Amérique et une tentative de le préserver dans la musique et les paroles ensemble dans une partition musicale.  Formée de huit tomes des ""Chants populaires des Franco-Américains"" qui ont été publiés plus tôt et dans des éditions séparées.  Contient les chansons suivantes:  A la claire fontaine (Quatuor) Barcarolle (Choeur) Bonsoir (Choeur de voix mixtes) Brigadier (Solo et choeur) Cantique à  St-Jean-Baptiste (Duo et choeur) Célébrons le Seigneur (Solo) C'est un oiseau qui vient de France (Solo) Chant national (Solo et choeur) Chant national Acadien (Choeur) Chantons le peuple Canadien (Choeur) Chants Canadiens (Quatuor pour voix egales) Choeur des soldats (Faust)(Quatuor) Comme nos pières (Solo et quatuor) Désillusion (Melodie) Dieu bénit celui qui donne (Solo) Dieu sauve la France! (Solo et choeur) Dors, petite soeur (Berceuse) Fédération (Choeur Hymne à  St-Jean-Baptiste (Choeur) Jeanne d'Arc (Solo et choeur) La Brabanconne (Solo) La charité (Romance) La foi (Choeur pour 3 voix de femmes) La Marseillaise (Choeur pour voix mixtes) La mière Michel (Pot-pourri) La patrie des birondelles (Duo) La plainte du mousse (Solo) La priière dans le bois (Duo) La sérénade des anges (Choeur pour 3 voix de femmes) Le crédo du paysan (Solo) Le crucifix (Chant religieux) Le drapeau de Carillon (Solo et quatuor) Le gondolier (Choeur) Le Noà«l du laboureur (Solo) Le petit doigt de la maman (Chansonnette pour les petits enfants) Le petit mousse noir (Solo et quatuor) Le régiment de Sambre et Meuse (Solo) Le rosier de mai (Solo et choeur) L'envers du ciel (Solo) Les anges du foyer (Solo) Les cloches du hameau (Solo et choeur) Les feuilles mortes (Romance) Les montagnards (Solo et choeur) Les rameaux (Romance) Les refrains du hameau (Quatuor pour voix d'hommes) Les vingt sous du bon Dieu (Romance) Ma Normandie (Romance) Marlborough (Choeur) Minuit, Nocturne, Sérénade sans accompagnement (Solo et quatuor) Mon âme à  Dieu, mon coeur à  toi (Solo et choeur) Mon léger bateau (Solo) O Canada (Choeur) O Canada (Quatuor pour voix d'hommes) O Canada, mon pays, mes amours (Solo) Pars (Romance) Quatre canards (Solo et choeur) Restons Français (Solo et choeur) Salut à  la France (Aria de concert) Silvio Pellico (Romance) Souvenirs de la patrie (Choeur pour quatre voix d'hommes) Souvenirs du jeune âge (Romance) The Star Spangled Banner (Choeur) Ton souvenir est toujours là  (Romance) Tyrolienne (Choeur) Un Canadien errant (Pot-pourri pour voix d'hommes) Vive la Canadienne (Choeur)","Viau, Eusièbe (rédacteur);Philie, J. Ernest (rédacteur)",,L'Union Saint-Jean-Baptiste d'Amérique,1929,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/59732376"">59732376</a>;<a href=""http://www.worldcat.org/oclc/29086410"">29086410</a>;<a href=""http://www.worldcat.org/oclc/221940175"">221940175</a>",1929; Nouvelle-Angleterre,,,,,,Français,,,,,244,"Woonsocket, Rhode Island",L'Union Saint-Jean-Baptiste d'Amérique,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=B74TNAAACAAJ"">Chants Populaires...</a> sur Google Books</div>",,,,,https://francolibrary.com/archive/files/1c7dbeb7139b03c75aeb83d2ebbe4ba4.jpg,Canada;Community: Customs and Social Life;Ethnicity and Collective Identity;Folklore;France;Music;New England;Québec;Springfield MA;United States;Woonsocket RI,Audio & Video
Franco-American Writers,"A WERU FM community radio broadcast of readings by two Maine writers, Rhea Côté Robbins and Trudy Chambers Price. Côté Robbins, who introduces her readings with a short talk on violence at home and in the workplace, shares from a work-in-progress entitled, ""down the Plains."" Chambers Price shares two chapters from her memoir, ""The Cows Are Out!: Two Decades on a Maine Dairy Farm"" (chapter 12, ""A Real Farmer's Tan,"" and chapter 10, ""The Cows Are Out!""). Readings are followed by a discussion with both writers about their lives, their work, and the stories that they and other Franco American women hold.","Clemons, Joan",,,2010 August 12,"Robbins, Rhea Côté;Price, Trudy Chambers",English and français,,,,Audio Recording,,"2010, Maine",,,,,,English and français,,MP3 (streaming; download),,00:59:13,,"Blue Hill, Maine",,,,,,"<div class=""element-text""><a href=""http://archives.weru.org/writers-forum/writers-forum-81210"">http://archives.weru.org/writers-forum/writers-forum-81210</a> (program available here to stream or download)</div>",,,,,https://francolibrary.com/archive/files/9441b0d3932f6c62eed6511bfac7df23.jpg,Caribou ME;Detroit ME;Dexter ME;Family;Farming and Agriculture;Fiction and Literature;Gender and Sexuality;Interview;Maine;Personal History: Biography and Oral History;Poetry;Radio;Violence;Wallagrass ME;Waterville ME,Audio & Video
Deep Woods and River Roads : Voices from the Kennebec-Chaudiière Heritage Corridor,"Subtitled, ""An Audio Tour of Route 201 in Maine."" A production of short interviews and other recordings that capture the people from each major section of Maine's historic route running north to south along the Kennebec River. Designed to accompany and advertise tourism along the Kennebec-Chaudiière Heritage Corridor. Narrated by National Public Radio's Nick Spitzer. Includes segments with artists, teachers, performers, cooks, loggers, fishermen, builders, painters, and more. Writers Wesley McNair and Richard Russo read from their work. Some history of the Penobscot Nation, Benedict Arnold's Expedition, the French Canadian immigration, Bath Iron Works, and other persons, places, and events important to the region.  Audio begins geographically in Jackman, Maine, and ends at Popham Beach, Maine. CD is accompanied by a descriptive guide with regional art and summaries of each covered geographic section along the Kennebec River. Contributors listed in order of appearance. Tracks play in the following order: Introduction Maple sugaring [Somerset County] Jackman in Winter [Jackman, ME] The Old Canada Road [Pleasant Ridge Plantation and Bingham, ME] Logging [Skowhegan, ME] White water rafting [Somerset County] Fiddleheading [West Forks, ME] Birch bark canoe making [Solon, ME] Fly fishing [Oakland, ME] South Solon Meeting House [Skowhegan, ME] Grange Hall [Norridgewock, ME] Poet, Wesley McNair [Mercer,ME] Franco-Americans in Waterville [Waterville, ME] Mills [Waterville, ME] Benedict Arnold [Pittston, ME] Merrymeeting Bay [near Bath, ME] Farming [Dresden, ME] Ship building [Bath and Phippsburg,ME] Lobstering [Bath, ME] Popham [Popham, ME] Outtro","Levin, Abbe (director);Mundell, Kathleen (folklorist);Spitzer, Nicholas (narrator)",,,2006,"Rodrigue, Claude;Paradise, Sara;LeMaire, Allen;Blood, Hal;Fountain, Barbie;Fountain, Joe;Pratt, George;Francoeur, Ray;Locke, Keldon;Hockmeyer, Suzie;Abraham, Harry;Dana, Barry;Meader, Abbott;Shahn, Abbey;Bozhkov, Daniel;Roderick, Susan;Donovan, Bob;Poudrier, Bethany;McNair, Wesley;Hallee, Roger;Marrache, Lisa;Robbins, Rhea Coêté;Larock, Cindy;Russo, Richard;Desjardin, Tom;Burroughs, Franklin, Jr.;Popp, Dave;Stevens, Rob;Kemberling, Ulricka;Tarbox, Jack;Wright, Amos;Stevens, Jane",English,,,,Audio Recording,"<a href=""http://www.worldcat.org/oclc/76810555"">76810555</a>","2006, Kennebec River Valley, Maine",,,,,,,,Compact disc,"Cultural Resources, Inc.",01:19:00,,"Rockport, Maine",,,,,,"<div class=""element-text""><a href=""http://www.midmainechamber.com/tourism/deepwoods.htm"">http://www.midmainechamber.com/tourism/deepwoods.htm</a></div>;<div class=""element-text""><a href=""http://www.cultural-resources.org/publications_n.html"">http://www.cultural-resources.org/publications_n.html</a></div>",,,,,https://francolibrary.com/archive/files/9ffd8db258b09b645ab09524223f36e0.jpg,Acculturation and Assimilation;Art and Architecture;Augusta ME;Bath ME;Business and Economics;Caratunk ME;Community: Customs and Social Life;Dead River Valley ME;Emigration and Immigration;Ethnicity and Collective Identity;Farming and Agriculture;Fishing;Folklore;Food;Forestry;Gardiner ME;Hallowell ME;Hunting;Jackman ME;Kennebec River Valley;Madison ME;Maine;Mercer ME;Mills and Mill Work;Moosehead Lake Region;Moxie ME;Native Americans;Norridgewock ME;Personal History: Biography and Oral History;Phippsburg ME;Pittston ME;Poetry;Popham ME;Québec;Richmond ME;Seguin Island ME;Skowhegan ME;Solon ME;Somerset County ME;Sports and Leisure;Travel and Movement;Waterville ME;West Forks ME,Audio & Video
